mut	control	eql_notG4	eql_G4	diff_notG4	diff_G4	logOR	chisq	p
K562_BOP1	ENCSR424QCW	76446	2390	1099	39	0.182785039835	76576.4358026	0.0
HepG2_SLTM	ENCSR491FOC	87079	2885	713	33	0.482317468895	88478.2154903	0.0
HepG2_CDC40	ENCSR481WJH	75682	2316	876	23	-0.22098204762	76210.3678894	0.0
HepG2_EIF4B	ENCSR237YZT	88049	3034	1285	53	0.259381438796	88426.6793187	0.0
K562_AGO1	ENCSR084SCN	78460	2263	608	28	0.675076254312	79456.0579391	0.0
K562_EIF2S2	ENCSR118EFE	82783	2750	799	38	0.517706828575	83867.2368312	0.0
HepG2_EFTUD2	ENCSR689PHN	84769	2920	970	38	0.185583070207	85684.594097	0.0
K562_ZNF800	ENCSR341TTW	81518	2770	854	29	-0.000950489683913	82531.2502967	0.0
K562_PPIL4	ENCSR419JMU	80008	2650	1097	31	-0.229071502514	80417.4037499	0.0
HepG2_RPLP0	ENCSR105NML	91886	3205	572	21	0.0738948893754	93908.6983576	0.0
K562_RBM17	ENCSR118EFE	83370	2776	950	44	0.47609677765	84169.5226432	0.0
HepG2_RPL23A	ENCSR674KEK	88113	2971	639	26	0.27110197384	89758.8615936	0.0
HepG2_XRCC6	ENCSR491FOC	87503	2920	954	36	0.177371751146	88453.8448047	0.0
HepG2_STIP1	ENCSR279HMU	84124	2837	824	28	0.0109337893495	85265.3474813	0.0
HepG2_QKI	ENCSR603TCV	88894	3077	1260	61	0.484019016417	89348.0687678	0.0
HepG2_BCLAF1	ENCSR856ZRV	87243	2965	755	31	0.272798846662	88642.8578767	0.0
HepG2_SAFB2	ENCSR305XWT	84014	2730	907	48	0.703660660965	84844.6357646	0.0
K562_PABPC1	ENCSR419JMU	81584	2737	1178	35	-0.175221903622	81912.4568369	0.0
HepG2_TIA1	ENCSR603TCV	87716	3020	924	39	0.293872746927	88820.2370548	0.0
HepG2_U2AF2	ENCSR104ABF	81155	2608	2471	85	0.0981758487993	78729.0071036	0.0
K562_CNOT7	ENCSR419JMU	81576	2708	1451	64	0.410013319621	81281.3216291	0.0
HepG2_SERBP1	ENCSR689PHN	84359	2880	1057	55	0.608001328744	85029.2943283	0.0
K562_XRN2	ENCSR661HEL	79321	2560	919	38	0.357493612557	79978.2114447	0.0
K562_PUM2	ENCSR620PUP	88965	3129	897	47	0.575088985576	90215.7500836	0.0
HepG2_RBFOX2	ENCSR104ABF	81969	2694	1091	40	0.157749350159	82416.115024	0.0
K562_XRCC5	ENCSR815CVQ	82205	2826	758	30	0.203229333064	83462.3078759	0.0
K562_STAU1	ENCSR032YMP	81418	2692	1023	30	-0.1731023665	82017.1881032	0.0
K562_HNRNPA1	ENCSR438MDN	83090	2865	882	44	0.532864586022	84113.038168	0.0
HepG2_LIN28B	ENCSR674KEK	87926	2934	791	45	0.769668273736	89195.8061793	0.0
K562_STIP1	ENCSR419JMU	81127	2725	1010	33	-0.0398914533974	81778.9737452	0.0
K562_DDX27	ENCSR245BNJ	79655	2569	607	19	-0.0431390645949	80976.7660818	0.0
HepG2_RRP9	ENCSR856ZRV	84539	2743	1141	81	1.12955744633	84855.7916748	0.0
K562_PES1	ENCSR661HEL	78944	2552	706	25	0.131461203039	80040.558698	0.0
K562_SF3B4	ENCSR344XID	73753	2031	2943	57	-0.507742223454	69903.0355919	0.0
K562_HNRNPUL1	ENCSR164MUK	82632	2865	1402	48	-0.0182145906427	82621.5916316	0.0
K562_RBM3	ENCSR936VPP	82537	2408	515	17	0.178167923147	83884.3334239	0.0
K562_NAA15	ENCSR143COQ	78272	2624	2252	71	-0.0885873086662	76316.7144489	0.0
K562_PCBP2	ENCSR129RWD	78480	2402	2204	82	0.281660481448	76374.6955622	0.0
K562_HNRNPH1	ENCSR341TTW	81439	2764	913	35	0.175702292606	82317.6786997	0.0
K562_RECQL	ENCSR344XID	78052	2143	459	18	0.514306503114	79243.8504289	0.0
K562_AKAP1	ENCSR913CAE	80489	2764	680	18	-0.37550382423	81862.8621058	0.0
HepG2_UTP3	ENCSR691IVR	87451	3016	1164	52	0.373330922937	88051.3897536	0.0
HepG2_DDX21	ENCSR105NML	91479	3182	510	30	0.757972013025	93584.1261165	0.0
HepG2_SSRP1	ENCSR246RRQ	89075	3145	805	43	0.597308437841	90531.8629664	0.0
K562_DHX30	ENCSR667PLJ	76264	2657	751	24	-0.124574528216	77378.6121624	0.0
K562_WRN	ENCSR718EWL	86953	3039	657	17	-0.43371949566	88649.0592616	0.0
K562_HNRNPC	ENCSR771ZZL	72991	1749	1082	44	0.763063226954	72505.1462108	0.0
HepG2_DDX28	ENCSR856ZRV	86636	2907	553	29	0.644208983295	88382.8191161	0.0
HepG2_FXR1	ENCSR237YZT	88504	3085	1042	41	0.17481270813	89435.8128599	0.0
HepG2_DAZAP1	ENCSR003EKR	87872	2969	420	18	0.343034015937	89967.1165931	0.0
K562_YBX3	ENCSR667PLJ	76824	2639	601	22	0.0917042648666	78221.8850716	0.0
K562_EIF3G	ENCSR084SCN	77804	2318	1018	40	0.399298105212	78020.0099253	0.0
K562_FXR2	ENCSR913CAE	82196	2835	343	6	-0.979454717671	84334.4440211	0.0
HepG2_DHX30	ENCSR305XWT	83550	2652	789	19	-0.398466828847	84593.5870034	0.0
K562_CEBPZ	ENCSR163JUC	85281	2947	498	13	-0.404656824348	87208.9654268	0.0
K562_FUBP3	ENCSR913CAE	80219	2717	774	19	-0.464404731564	81357.6008735	0.0
K562_BCCIP	ENCSR245BNJ	81162	2631	666	33	0.612137015201	82400.8789809	0.0
K562_GTF2F1	ENCSR815CVQ	81813	2787	621	19	-0.154976748218	83324.8432185	0.0
HepG2_RTF1	ENCSR491FOC	87173	2794	643	22	0.0942341252465	88641.9160845	0.0
HepG2_NCBP2	ENCSR237YZT	8068	253	120	7	0.895466120368	8068.97850484	0.0
HepG2_DDX24	ENCSR003EKR	86012	2778	680	39	0.828430730349	87357.9235102	0.0
