sample	url
ENCFF854WET	https://www.encodeproject.org/files/ENCFF854WET/@@download/ENCFF854WET.fastq.gz
ENCFF943RCH	https://www.encodeproject.org/files/ENCFF943RCH/@@download/ENCFF943RCH.fastq.gz
ENCFF926NOE	https://www.encodeproject.org/files/ENCFF926NOE/@@download/ENCFF926NOE.fastq.gz
ENCFF608LYM	https://www.encodeproject.org/files/ENCFF608LYM/@@download/ENCFF608LYM.fastq.gz
ENCFF754KCM	https://www.encodeproject.org/files/ENCFF754KCM/@@download/ENCFF754KCM.fastq.gz
ENCFF302BCI	https://www.encodeproject.org/files/ENCFF302BCI/@@download/ENCFF302BCI.fastq.gz
ENCFF924TZR	https://www.encodeproject.org/files/ENCFF924TZR/@@download/ENCFF924TZR.fastq.gz
ENCFF864ZCE	https://www.encodeproject.org/files/ENCFF864ZCE/@@download/ENCFF864ZCE.fastq.gz
ENCFF911IEH	https://www.encodeproject.org/files/ENCFF911IEH/@@download/ENCFF911IEH.fastq.gz
ENCFF179KHR	https://www.encodeproject.org/files/ENCFF179KHR/@@download/ENCFF179KHR.fastq.gz
ENCFF557NVN	https://www.encodeproject.org/files/ENCFF557NVN/@@download/ENCFF557NVN.fastq.gz
ENCFF741QDA	https://www.encodeproject.org/files/ENCFF741QDA/@@download/ENCFF741QDA.fastq.gz
ENCFF086SKR	https://www.encodeproject.org/files/ENCFF086SKR/@@download/ENCFF086SKR.fastq.gz
ENCFF335NTX	https://www.encodeproject.org/files/ENCFF335NTX/@@download/ENCFF335NTX.fastq.gz
ENCFF789ILZ	https://www.encodeproject.org/files/ENCFF789ILZ/@@download/ENCFF789ILZ.fastq.gz
ENCFF395WVZ	https://www.encodeproject.org/files/ENCFF395WVZ/@@download/ENCFF395WVZ.fastq.gz
ENCFF118SWD	https://www.encodeproject.org/files/ENCFF118SWD/@@download/ENCFF118SWD.fastq.gz
ENCFF352SRA	https://www.encodeproject.org/files/ENCFF352SRA/@@download/ENCFF352SRA.fastq.gz
ENCFF519RFX	https://www.encodeproject.org/files/ENCFF519RFX/@@download/ENCFF519RFX.fastq.gz
ENCFF664XEW	https://www.encodeproject.org/files/ENCFF664XEW/@@download/ENCFF664XEW.fastq.gz
ENCFF189TUQ	https://www.encodeproject.org/files/ENCFF189TUQ/@@download/ENCFF189TUQ.fastq.gz
ENCFF497LEB	https://www.encodeproject.org/files/ENCFF497LEB/@@download/ENCFF497LEB.fastq.gz
ENCFF080GES	https://www.encodeproject.org/files/ENCFF080GES/@@download/ENCFF080GES.fastq.gz
ENCFF219IDZ	https://www.encodeproject.org/files/ENCFF219IDZ/@@download/ENCFF219IDZ.fastq.gz
ENCFF172DFO	https://www.encodeproject.org/files/ENCFF172DFO/@@download/ENCFF172DFO.fastq.gz
ENCFF311KOS	https://www.encodeproject.org/files/ENCFF311KOS/@@download/ENCFF311KOS.fastq.gz
ENCFF214RCT	https://www.encodeproject.org/files/ENCFF214RCT/@@download/ENCFF214RCT.fastq.gz
ENCFF050XMB	https://www.encodeproject.org/files/ENCFF050XMB/@@download/ENCFF050XMB.fastq.gz
ENCFF069DZK	https://www.encodeproject.org/files/ENCFF069DZK/@@download/ENCFF069DZK.fastq.gz
ENCFF982RUK	https://www.encodeproject.org/files/ENCFF982RUK/@@download/ENCFF982RUK.fastq.gz
ENCFF006BJQ	https://www.encodeproject.org/files/ENCFF006BJQ/@@download/ENCFF006BJQ.fastq.gz
ENCFF695STL	https://www.encodeproject.org/files/ENCFF695STL/@@download/ENCFF695STL.fastq.gz
ENCFF903WQO	https://www.encodeproject.org/files/ENCFF903WQO/@@download/ENCFF903WQO.fastq.gz
ENCFF016KWX	https://www.encodeproject.org/files/ENCFF016KWX/@@download/ENCFF016KWX.fastq.gz
ENCFF300MKG	https://www.encodeproject.org/files/ENCFF300MKG/@@download/ENCFF300MKG.fastq.gz
ENCFF694AFX	https://www.encodeproject.org/files/ENCFF694AFX/@@download/ENCFF694AFX.fastq.gz
ENCFF641GOX	https://www.encodeproject.org/files/ENCFF641GOX/@@download/ENCFF641GOX.fastq.gz
ENCFF573WYT	https://www.encodeproject.org/files/ENCFF573WYT/@@download/ENCFF573WYT.fastq.gz
ENCFF756OXT	https://www.encodeproject.org/files/ENCFF756OXT/@@download/ENCFF756OXT.fastq.gz
ENCFF552PPN	https://www.encodeproject.org/files/ENCFF552PPN/@@download/ENCFF552PPN.fastq.gz
ENCFF478ILB	https://www.encodeproject.org/files/ENCFF478ILB/@@download/ENCFF478ILB.fastq.gz
ENCFF332WAY	https://www.encodeproject.org/files/ENCFF332WAY/@@download/ENCFF332WAY.fastq.gz
ENCFF029ZGL	https://www.encodeproject.org/files/ENCFF029ZGL/@@download/ENCFF029ZGL.fastq.gz
ENCFF887NBC	https://www.encodeproject.org/files/ENCFF887NBC/@@download/ENCFF887NBC.fastq.gz
ENCFF483ITW	https://www.encodeproject.org/files/ENCFF483ITW/@@download/ENCFF483ITW.fastq.gz
ENCFF265ESV	https://www.encodeproject.org/files/ENCFF265ESV/@@download/ENCFF265ESV.fastq.gz
ENCFF455TOI	https://www.encodeproject.org/files/ENCFF455TOI/@@download/ENCFF455TOI.fastq.gz
ENCFF446DSH	https://www.encodeproject.org/files/ENCFF446DSH/@@download/ENCFF446DSH.fastq.gz
ENCFF785OZW	https://www.encodeproject.org/files/ENCFF785OZW/@@download/ENCFF785OZW.fastq.gz
ENCFF002CAT	https://www.encodeproject.org/files/ENCFF002CAT/@@download/ENCFF002CAT.fastq.gz
ENCFF803FSB	https://www.encodeproject.org/files/ENCFF803FSB/@@download/ENCFF803FSB.fastq.gz
ENCFF295GVT	https://www.encodeproject.org/files/ENCFF295GVT/@@download/ENCFF295GVT.fastq.gz
ENCFF319AYU	https://www.encodeproject.org/files/ENCFF319AYU/@@download/ENCFF319AYU.fastq.gz
ENCFF295UBK	https://www.encodeproject.org/files/ENCFF295UBK/@@download/ENCFF295UBK.fastq.gz
ENCFF914WNL	https://www.encodeproject.org/files/ENCFF914WNL/@@download/ENCFF914WNL.fastq.gz
ENCFF724ZDB	https://www.encodeproject.org/files/ENCFF724ZDB/@@download/ENCFF724ZDB.fastq.gz
ENCFF068EQH	https://www.encodeproject.org/files/ENCFF068EQH/@@download/ENCFF068EQH.fastq.gz
ENCFF658KYO	https://www.encodeproject.org/files/ENCFF658KYO/@@download/ENCFF658KYO.fastq.gz
ENCFF427SJZ	https://www.encodeproject.org/files/ENCFF427SJZ/@@download/ENCFF427SJZ.fastq.gz
ENCFF773HLT	https://www.encodeproject.org/files/ENCFF773HLT/@@download/ENCFF773HLT.fastq.gz
ENCFF544KQY	https://www.encodeproject.org/files/ENCFF544KQY/@@download/ENCFF544KQY.fastq.gz
ENCFF337AXV	https://www.encodeproject.org/files/ENCFF337AXV/@@download/ENCFF337AXV.fastq.gz
ENCFF471OOW	https://www.encodeproject.org/files/ENCFF471OOW/@@download/ENCFF471OOW.fastq.gz
ENCFF728KNG	https://www.encodeproject.org/files/ENCFF728KNG/@@download/ENCFF728KNG.fastq.gz
ENCFF924EZD	https://www.encodeproject.org/files/ENCFF924EZD/@@download/ENCFF924EZD.fastq.gz
ENCFF664YCA	https://www.encodeproject.org/files/ENCFF664YCA/@@download/ENCFF664YCA.fastq.gz
ENCFF989BCC	https://www.encodeproject.org/files/ENCFF989BCC/@@download/ENCFF989BCC.fastq.gz
ENCFF760AWK	https://www.encodeproject.org/files/ENCFF760AWK/@@download/ENCFF760AWK.fastq.gz
ENCFF002BZL	https://www.encodeproject.org/files/ENCFF002BZL/@@download/ENCFF002BZL.fastq.gz
ENCFF399SDB	https://www.encodeproject.org/files/ENCFF399SDB/@@download/ENCFF399SDB.fastq.gz
ENCFF303GRA	https://www.encodeproject.org/files/ENCFF303GRA/@@download/ENCFF303GRA.fastq.gz
ENCFF011KFI	https://www.encodeproject.org/files/ENCFF011KFI/@@download/ENCFF011KFI.fastq.gz
ENCFF365IMS	https://www.encodeproject.org/files/ENCFF365IMS/@@download/ENCFF365IMS.fastq.gz
ENCFF387GYI	https://www.encodeproject.org/files/ENCFF387GYI/@@download/ENCFF387GYI.fastq.gz
ENCFF962BRP	https://www.encodeproject.org/files/ENCFF962BRP/@@download/ENCFF962BRP.fastq.gz
ENCFF253QAQ	https://www.encodeproject.org/files/ENCFF253QAQ/@@download/ENCFF253QAQ.fastq.gz
ENCFF290ARC	https://www.encodeproject.org/files/ENCFF290ARC/@@download/ENCFF290ARC.fastq.gz
ENCFF423HGY	https://www.encodeproject.org/files/ENCFF423HGY/@@download/ENCFF423HGY.fastq.gz
ENCFF799FEY	https://www.encodeproject.org/files/ENCFF799FEY/@@download/ENCFF799FEY.fastq.gz
ENCFF837BXN	https://www.encodeproject.org/files/ENCFF837BXN/@@download/ENCFF837BXN.fastq.gz
ENCFF643FDI	https://www.encodeproject.org/files/ENCFF643FDI/@@download/ENCFF643FDI.fastq.gz
ENCFF293ZKO	https://www.encodeproject.org/files/ENCFF293ZKO/@@download/ENCFF293ZKO.fastq.gz
ENCFF118PYP	https://www.encodeproject.org/files/ENCFF118PYP/@@download/ENCFF118PYP.fastq.gz
ENCFF748HNR	https://www.encodeproject.org/files/ENCFF748HNR/@@download/ENCFF748HNR.fastq.gz
ENCFF898BYT	https://www.encodeproject.org/files/ENCFF898BYT/@@download/ENCFF898BYT.fastq.gz
ENCFF665ONM	https://www.encodeproject.org/files/ENCFF665ONM/@@download/ENCFF665ONM.fastq.gz
ENCFF483NVL	https://www.encodeproject.org/files/ENCFF483NVL/@@download/ENCFF483NVL.fastq.gz
ENCFF212IXF	https://www.encodeproject.org/files/ENCFF212IXF/@@download/ENCFF212IXF.fastq.gz
ENCFF834RFI	https://www.encodeproject.org/files/ENCFF834RFI/@@download/ENCFF834RFI.fastq.gz
ENCFF562KIM	https://www.encodeproject.org/files/ENCFF562KIM/@@download/ENCFF562KIM.fastq.gz
ENCFF517FBY	https://www.encodeproject.org/files/ENCFF517FBY/@@download/ENCFF517FBY.fastq.gz
ENCFF755SFS	https://www.encodeproject.org/files/ENCFF755SFS/@@download/ENCFF755SFS.fastq.gz
ENCFF154YPK	https://www.encodeproject.org/files/ENCFF154YPK/@@download/ENCFF154YPK.fastq.gz
ENCFF776RAN	https://www.encodeproject.org/files/ENCFF776RAN/@@download/ENCFF776RAN.fastq.gz
ENCFF018IPL	https://www.encodeproject.org/files/ENCFF018IPL/@@download/ENCFF018IPL.fastq.gz
ENCFF362TMA	https://www.encodeproject.org/files/ENCFF362TMA/@@download/ENCFF362TMA.fastq.gz
ENCFF273KVQ	https://www.encodeproject.org/files/ENCFF273KVQ/@@download/ENCFF273KVQ.fastq.gz
ENCFF126ZVT	https://www.encodeproject.org/files/ENCFF126ZVT/@@download/ENCFF126ZVT.fastq.gz
ENCFF326ASD	https://www.encodeproject.org/files/ENCFF326ASD/@@download/ENCFF326ASD.fastq.gz
ENCFF467IYJ	https://www.encodeproject.org/files/ENCFF467IYJ/@@download/ENCFF467IYJ.fastq.gz
ENCFF409YPZ	https://www.encodeproject.org/files/ENCFF409YPZ/@@download/ENCFF409YPZ.fastq.gz
ENCFF455PPZ	https://www.encodeproject.org/files/ENCFF455PPZ/@@download/ENCFF455PPZ.fastq.gz
ENCFF986CJT	https://www.encodeproject.org/files/ENCFF986CJT/@@download/ENCFF986CJT.fastq.gz
ENCFF037GYP	https://www.encodeproject.org/files/ENCFF037GYP/@@download/ENCFF037GYP.fastq.gz
ENCFF564FXJ	https://www.encodeproject.org/files/ENCFF564FXJ/@@download/ENCFF564FXJ.fastq.gz
ENCFF893AGN	https://www.encodeproject.org/files/ENCFF893AGN/@@download/ENCFF893AGN.fastq.gz
ENCFF657EQL	https://www.encodeproject.org/files/ENCFF657EQL/@@download/ENCFF657EQL.fastq.gz
ENCFF401ZXD	https://www.encodeproject.org/files/ENCFF401ZXD/@@download/ENCFF401ZXD.fastq.gz
ENCFF908ZPI	https://www.encodeproject.org/files/ENCFF908ZPI/@@download/ENCFF908ZPI.fastq.gz
ENCFF175EBJ	https://www.encodeproject.org/files/ENCFF175EBJ/@@download/ENCFF175EBJ.fastq.gz
ENCFF043UGU	https://www.encodeproject.org/files/ENCFF043UGU/@@download/ENCFF043UGU.fastq.gz
ENCFF964YSU	https://www.encodeproject.org/files/ENCFF964YSU/@@download/ENCFF964YSU.fastq.gz
ENCFF593JVU	https://www.encodeproject.org/files/ENCFF593JVU/@@download/ENCFF593JVU.fastq.gz
ENCFF824VKD	https://www.encodeproject.org/files/ENCFF824VKD/@@download/ENCFF824VKD.fastq.gz
ENCFF379TPW	https://www.encodeproject.org/files/ENCFF379TPW/@@download/ENCFF379TPW.fastq.gz
ENCFF119BHG	https://www.encodeproject.org/files/ENCFF119BHG/@@download/ENCFF119BHG.fastq.gz
ENCFF108UUK	https://www.encodeproject.org/files/ENCFF108UUK/@@download/ENCFF108UUK.fastq.gz
ENCFF325DLF	https://www.encodeproject.org/files/ENCFF325DLF/@@download/ENCFF325DLF.fastq.gz
ENCFF162LWE	https://www.encodeproject.org/files/ENCFF162LWE/@@download/ENCFF162LWE.fastq.gz
ENCFF967NBG	https://www.encodeproject.org/files/ENCFF967NBG/@@download/ENCFF967NBG.fastq.gz
ENCFF177CKM	https://www.encodeproject.org/files/ENCFF177CKM/@@download/ENCFF177CKM.fastq.gz
ENCFF270BDQ	https://www.encodeproject.org/files/ENCFF270BDQ/@@download/ENCFF270BDQ.fastq.gz
ENCFF313JCV	https://www.encodeproject.org/files/ENCFF313JCV/@@download/ENCFF313JCV.fastq.gz
ENCFF583MYL	https://www.encodeproject.org/files/ENCFF583MYL/@@download/ENCFF583MYL.fastq.gz
ENCFF704QKX	https://www.encodeproject.org/files/ENCFF704QKX/@@download/ENCFF704QKX.fastq.gz
ENCFF324SCN	https://www.encodeproject.org/files/ENCFF324SCN/@@download/ENCFF324SCN.fastq.gz
ENCFF670SQS	https://www.encodeproject.org/files/ENCFF670SQS/@@download/ENCFF670SQS.fastq.gz
ENCFF580RBD	https://www.encodeproject.org/files/ENCFF580RBD/@@download/ENCFF580RBD.fastq.gz
ENCFF665XYO	https://www.encodeproject.org/files/ENCFF665XYO/@@download/ENCFF665XYO.fastq.gz
ENCFF241HLR	https://www.encodeproject.org/files/ENCFF241HLR/@@download/ENCFF241HLR.fastq.gz
ENCFF432ZMG	https://www.encodeproject.org/files/ENCFF432ZMG/@@download/ENCFF432ZMG.fastq.gz
ENCFF945YQN	https://www.encodeproject.org/files/ENCFF945YQN/@@download/ENCFF945YQN.fastq.gz
ENCFF828FHF	https://www.encodeproject.org/files/ENCFF828FHF/@@download/ENCFF828FHF.fastq.gz
ENCFF578TWY	https://www.encodeproject.org/files/ENCFF578TWY/@@download/ENCFF578TWY.fastq.gz
ENCFF538ZTF	https://www.encodeproject.org/files/ENCFF538ZTF/@@download/ENCFF538ZTF.fastq.gz
ENCFF058KBR	https://www.encodeproject.org/files/ENCFF058KBR/@@download/ENCFF058KBR.fastq.gz
ENCFF697HUP	https://www.encodeproject.org/files/ENCFF697HUP/@@download/ENCFF697HUP.fastq.gz
ENCFF675EKC	https://www.encodeproject.org/files/ENCFF675EKC/@@download/ENCFF675EKC.fastq.gz
ENCFF268LAZ	https://www.encodeproject.org/files/ENCFF268LAZ/@@download/ENCFF268LAZ.fastq.gz
ENCFF242RPJ	https://www.encodeproject.org/files/ENCFF242RPJ/@@download/ENCFF242RPJ.fastq.gz
ENCFF590OGG	https://www.encodeproject.org/files/ENCFF590OGG/@@download/ENCFF590OGG.fastq.gz
ENCFF508KBY	https://www.encodeproject.org/files/ENCFF508KBY/@@download/ENCFF508KBY.fastq.gz
ENCFF223HHS	https://www.encodeproject.org/files/ENCFF223HHS/@@download/ENCFF223HHS.fastq.gz
ENCFF051FJX	https://www.encodeproject.org/files/ENCFF051FJX/@@download/ENCFF051FJX.fastq.gz
ENCFF272WFQ	https://www.encodeproject.org/files/ENCFF272WFQ/@@download/ENCFF272WFQ.fastq.gz
ENCFF665CRU	https://www.encodeproject.org/files/ENCFF665CRU/@@download/ENCFF665CRU.fastq.gz
ENCFF665YCB	https://www.encodeproject.org/files/ENCFF665YCB/@@download/ENCFF665YCB.fastq.gz
ENCFF268NFX	https://www.encodeproject.org/files/ENCFF268NFX/@@download/ENCFF268NFX.fastq.gz
ENCFF543NBE	https://www.encodeproject.org/files/ENCFF543NBE/@@download/ENCFF543NBE.fastq.gz
ENCFF275CAO	https://www.encodeproject.org/files/ENCFF275CAO/@@download/ENCFF275CAO.fastq.gz
ENCFF976PKZ	https://www.encodeproject.org/files/ENCFF976PKZ/@@download/ENCFF976PKZ.fastq.gz
ENCFF489FRK	https://www.encodeproject.org/files/ENCFF489FRK/@@download/ENCFF489FRK.fastq.gz
ENCFF179APZ	https://www.encodeproject.org/files/ENCFF179APZ/@@download/ENCFF179APZ.fastq.gz
ENCFF391CEI	https://www.encodeproject.org/files/ENCFF391CEI/@@download/ENCFF391CEI.fastq.gz
ENCFF216XSN	https://www.encodeproject.org/files/ENCFF216XSN/@@download/ENCFF216XSN.fastq.gz
ENCFF711NTG	https://www.encodeproject.org/files/ENCFF711NTG/@@download/ENCFF711NTG.fastq.gz
ENCFF632VKY	https://www.encodeproject.org/files/ENCFF632VKY/@@download/ENCFF632VKY.fastq.gz
ENCFF435WBC	https://www.encodeproject.org/files/ENCFF435WBC/@@download/ENCFF435WBC.fastq.gz
ENCFF267TVR	https://www.encodeproject.org/files/ENCFF267TVR/@@download/ENCFF267TVR.fastq.gz
ENCFF406QLI	https://www.encodeproject.org/files/ENCFF406QLI/@@download/ENCFF406QLI.fastq.gz
ENCFF796TFA	https://www.encodeproject.org/files/ENCFF796TFA/@@download/ENCFF796TFA.fastq.gz
ENCFF397OVD	https://www.encodeproject.org/files/ENCFF397OVD/@@download/ENCFF397OVD.fastq.gz
ENCFF687GVB	https://www.encodeproject.org/files/ENCFF687GVB/@@download/ENCFF687GVB.fastq.gz
ENCFF896WXL	https://www.encodeproject.org/files/ENCFF896WXL/@@download/ENCFF896WXL.fastq.gz
ENCFF824PIA	https://www.encodeproject.org/files/ENCFF824PIA/@@download/ENCFF824PIA.fastq.gz
ENCFF738RTQ	https://www.encodeproject.org/files/ENCFF738RTQ/@@download/ENCFF738RTQ.fastq.gz
ENCFF589YEV	https://www.encodeproject.org/files/ENCFF589YEV/@@download/ENCFF589YEV.fastq.gz
ENCFF002BZI	https://www.encodeproject.org/files/ENCFF002BZI/@@download/ENCFF002BZI.fastq.gz
ENCFF002CBD	https://www.encodeproject.org/files/ENCFF002CBD/@@download/ENCFF002CBD.fastq.gz
ENCFF552RBM	https://www.encodeproject.org/files/ENCFF552RBM/@@download/ENCFF552RBM.fastq.gz
ENCFF212NRX	https://www.encodeproject.org/files/ENCFF212NRX/@@download/ENCFF212NRX.fastq.gz
ENCFF610JSB	https://www.encodeproject.org/files/ENCFF610JSB/@@download/ENCFF610JSB.fastq.gz
ENCFF360ZPG	https://www.encodeproject.org/files/ENCFF360ZPG/@@download/ENCFF360ZPG.fastq.gz
ENCFF280ZKM	https://www.encodeproject.org/files/ENCFF280ZKM/@@download/ENCFF280ZKM.fastq.gz
ENCFF457NBN	https://www.encodeproject.org/files/ENCFF457NBN/@@download/ENCFF457NBN.fastq.gz
ENCFF917YYJ	https://www.encodeproject.org/files/ENCFF917YYJ/@@download/ENCFF917YYJ.fastq.gz
ENCFF927KFU	https://www.encodeproject.org/files/ENCFF927KFU/@@download/ENCFF927KFU.fastq.gz
ENCFF317GTG	https://www.encodeproject.org/files/ENCFF317GTG/@@download/ENCFF317GTG.fastq.gz
ENCFF488HEY	https://www.encodeproject.org/files/ENCFF488HEY/@@download/ENCFF488HEY.fastq.gz
ENCFF940VDD	https://www.encodeproject.org/files/ENCFF940VDD/@@download/ENCFF940VDD.fastq.gz
ENCFF997NCB	https://www.encodeproject.org/files/ENCFF997NCB/@@download/ENCFF997NCB.fastq.gz
ENCFF690CJU	https://www.encodeproject.org/files/ENCFF690CJU/@@download/ENCFF690CJU.fastq.gz
ENCFF448FXJ	https://www.encodeproject.org/files/ENCFF448FXJ/@@download/ENCFF448FXJ.fastq.gz
ENCFF558BZK	https://www.encodeproject.org/files/ENCFF558BZK/@@download/ENCFF558BZK.fastq.gz
ENCFF294QPX	https://www.encodeproject.org/files/ENCFF294QPX/@@download/ENCFF294QPX.fastq.gz
ENCFF002UOR	https://www.encodeproject.org/files/ENCFF002UOR/@@download/ENCFF002UOR.fastq.gz
ENCFF396KYT	https://www.encodeproject.org/files/ENCFF396KYT/@@download/ENCFF396KYT.fastq.gz
ENCFF957PJD	https://www.encodeproject.org/files/ENCFF957PJD/@@download/ENCFF957PJD.fastq.gz
ENCFF449PCH	https://www.encodeproject.org/files/ENCFF449PCH/@@download/ENCFF449PCH.fastq.gz
ENCFF157XYW	https://www.encodeproject.org/files/ENCFF157XYW/@@download/ENCFF157XYW.fastq.gz
ENCFF735MYQ	https://www.encodeproject.org/files/ENCFF735MYQ/@@download/ENCFF735MYQ.fastq.gz
ENCFF002CBP	https://www.encodeproject.org/files/ENCFF002CBP/@@download/ENCFF002CBP.fastq.gz
ENCFF375RZP	https://www.encodeproject.org/files/ENCFF375RZP/@@download/ENCFF375RZP.fastq.gz
ENCFF963ZLK	https://www.encodeproject.org/files/ENCFF963ZLK/@@download/ENCFF963ZLK.fastq.gz
ENCFF497HLJ	https://www.encodeproject.org/files/ENCFF497HLJ/@@download/ENCFF497HLJ.fastq.gz
ENCFF813CCQ	https://www.encodeproject.org/files/ENCFF813CCQ/@@download/ENCFF813CCQ.fastq.gz
ENCFF979PPY	https://www.encodeproject.org/files/ENCFF979PPY/@@download/ENCFF979PPY.fastq.gz
ENCFF012NYF	https://www.encodeproject.org/files/ENCFF012NYF/@@download/ENCFF012NYF.fastq.gz
ENCFF332DED	https://www.encodeproject.org/files/ENCFF332DED/@@download/ENCFF332DED.fastq.gz
ENCFF614MDJ	https://www.encodeproject.org/files/ENCFF614MDJ/@@download/ENCFF614MDJ.fastq.gz
ENCFF507ZOO	https://www.encodeproject.org/files/ENCFF507ZOO/@@download/ENCFF507ZOO.fastq.gz
ENCFF357UIE	https://www.encodeproject.org/files/ENCFF357UIE/@@download/ENCFF357UIE.fastq.gz
ENCFF782QYO	https://www.encodeproject.org/files/ENCFF782QYO/@@download/ENCFF782QYO.fastq.gz
ENCFF732HIC	https://www.encodeproject.org/files/ENCFF732HIC/@@download/ENCFF732HIC.fastq.gz
ENCFF351NXZ	https://www.encodeproject.org/files/ENCFF351NXZ/@@download/ENCFF351NXZ.fastq.gz
ENCFF304XCG	https://www.encodeproject.org/files/ENCFF304XCG/@@download/ENCFF304XCG.fastq.gz
ENCFF257JTA	https://www.encodeproject.org/files/ENCFF257JTA/@@download/ENCFF257JTA.fastq.gz
ENCFF341DIR	https://www.encodeproject.org/files/ENCFF341DIR/@@download/ENCFF341DIR.fastq.gz
ENCFF374KHE	https://www.encodeproject.org/files/ENCFF374KHE/@@download/ENCFF374KHE.fastq.gz
ENCFF410DEW	https://www.encodeproject.org/files/ENCFF410DEW/@@download/ENCFF410DEW.fastq.gz
ENCFF260BAM	https://www.encodeproject.org/files/ENCFF260BAM/@@download/ENCFF260BAM.fastq.gz
ENCFF503GXO	https://www.encodeproject.org/files/ENCFF503GXO/@@download/ENCFF503GXO.fastq.gz
ENCFF740IHR	https://www.encodeproject.org/files/ENCFF740IHR/@@download/ENCFF740IHR.fastq.gz
ENCFF575QOO	https://www.encodeproject.org/files/ENCFF575QOO/@@download/ENCFF575QOO.fastq.gz
ENCFF058AVY	https://www.encodeproject.org/files/ENCFF058AVY/@@download/ENCFF058AVY.fastq.gz
ENCFF792ISO	https://www.encodeproject.org/files/ENCFF792ISO/@@download/ENCFF792ISO.fastq.gz
ENCFF185OKC	https://www.encodeproject.org/files/ENCFF185OKC/@@download/ENCFF185OKC.fastq.gz
ENCFF097ZBH	https://www.encodeproject.org/files/ENCFF097ZBH/@@download/ENCFF097ZBH.fastq.gz
ENCFF499YCP	https://www.encodeproject.org/files/ENCFF499YCP/@@download/ENCFF499YCP.fastq.gz
ENCFF716RTI	https://www.encodeproject.org/files/ENCFF716RTI/@@download/ENCFF716RTI.fastq.gz
ENCFF113MXN	https://www.encodeproject.org/files/ENCFF113MXN/@@download/ENCFF113MXN.fastq.gz
ENCFF412OOM	https://www.encodeproject.org/files/ENCFF412OOM/@@download/ENCFF412OOM.fastq.gz
ENCFF711JIW	https://www.encodeproject.org/files/ENCFF711JIW/@@download/ENCFF711JIW.fastq.gz
ENCFF311RPE	https://www.encodeproject.org/files/ENCFF311RPE/@@download/ENCFF311RPE.fastq.gz
ENCFF437UUS	https://www.encodeproject.org/files/ENCFF437UUS/@@download/ENCFF437UUS.fastq.gz
ENCFF395NJY	https://www.encodeproject.org/files/ENCFF395NJY/@@download/ENCFF395NJY.fastq.gz
ENCFF267DZP	https://www.encodeproject.org/files/ENCFF267DZP/@@download/ENCFF267DZP.fastq.gz
ENCFF196VSU	https://www.encodeproject.org/files/ENCFF196VSU/@@download/ENCFF196VSU.fastq.gz
ENCFF186PXP	https://www.encodeproject.org/files/ENCFF186PXP/@@download/ENCFF186PXP.fastq.gz
ENCFF280NEO	https://www.encodeproject.org/files/ENCFF280NEO/@@download/ENCFF280NEO.fastq.gz
ENCFF897IJA	https://www.encodeproject.org/files/ENCFF897IJA/@@download/ENCFF897IJA.fastq.gz
ENCFF540JXJ	https://www.encodeproject.org/files/ENCFF540JXJ/@@download/ENCFF540JXJ.fastq.gz
ENCFF670IYQ	https://www.encodeproject.org/files/ENCFF670IYQ/@@download/ENCFF670IYQ.fastq.gz
ENCFF420ZNS	https://www.encodeproject.org/files/ENCFF420ZNS/@@download/ENCFF420ZNS.fastq.gz
ENCFF303SBJ	https://www.encodeproject.org/files/ENCFF303SBJ/@@download/ENCFF303SBJ.fastq.gz
ENCFF893RDF	https://www.encodeproject.org/files/ENCFF893RDF/@@download/ENCFF893RDF.fastq.gz
ENCFF002BYT	https://www.encodeproject.org/files/ENCFF002BYT/@@download/ENCFF002BYT.fastq.gz
ENCFF975YJK	https://www.encodeproject.org/files/ENCFF975YJK/@@download/ENCFF975YJK.fastq.gz
ENCFF701CAJ	https://www.encodeproject.org/files/ENCFF701CAJ/@@download/ENCFF701CAJ.fastq.gz
ENCFF647VHF	https://www.encodeproject.org/files/ENCFF647VHF/@@download/ENCFF647VHF.fastq.gz
ENCFF686HPW	https://www.encodeproject.org/files/ENCFF686HPW/@@download/ENCFF686HPW.fastq.gz
ENCFF907VSL	https://www.encodeproject.org/files/ENCFF907VSL/@@download/ENCFF907VSL.fastq.gz
ENCFF002BUB	https://www.encodeproject.org/files/ENCFF002BUB/@@download/ENCFF002BUB.fastq.gz
ENCFF345ONV	https://www.encodeproject.org/files/ENCFF345ONV/@@download/ENCFF345ONV.fastq.gz
ENCFF578DXQ	https://www.encodeproject.org/files/ENCFF578DXQ/@@download/ENCFF578DXQ.fastq.gz
ENCFF283WXY	https://www.encodeproject.org/files/ENCFF283WXY/@@download/ENCFF283WXY.fastq.gz
ENCFF312FGA	https://www.encodeproject.org/files/ENCFF312FGA/@@download/ENCFF312FGA.fastq.gz
ENCFF238RQR	https://www.encodeproject.org/files/ENCFF238RQR/@@download/ENCFF238RQR.fastq.gz
ENCFF369PRJ	https://www.encodeproject.org/files/ENCFF369PRJ/@@download/ENCFF369PRJ.fastq.gz
ENCFF062FPH	https://www.encodeproject.org/files/ENCFF062FPH/@@download/ENCFF062FPH.fastq.gz
ENCFF540PXK	https://www.encodeproject.org/files/ENCFF540PXK/@@download/ENCFF540PXK.fastq.gz
ENCFF183JGZ	https://www.encodeproject.org/files/ENCFF183JGZ/@@download/ENCFF183JGZ.fastq.gz
