sample	url
ENCFF697QSK	https://www.encodeproject.org/files/ENCFF697QSK/@@download/ENCFF697QSK.fastq.gz
ENCFF866CST	https://www.encodeproject.org/files/ENCFF866CST/@@download/ENCFF866CST.fastq.gz
ENCFF720DIJ	https://www.encodeproject.org/files/ENCFF720DIJ/@@download/ENCFF720DIJ.fastq.gz
ENCFF191FFA	https://www.encodeproject.org/files/ENCFF191FFA/@@download/ENCFF191FFA.fastq.gz
ENCFF630ASZ	https://www.encodeproject.org/files/ENCFF630ASZ/@@download/ENCFF630ASZ.fastq.gz
ENCFF771FXY	https://www.encodeproject.org/files/ENCFF771FXY/@@download/ENCFF771FXY.fastq.gz
ENCFF765WTC	https://www.encodeproject.org/files/ENCFF765WTC/@@download/ENCFF765WTC.fastq.gz
ENCFF274QSX	https://www.encodeproject.org/files/ENCFF274QSX/@@download/ENCFF274QSX.fastq.gz
ENCFF604CLV	https://www.encodeproject.org/files/ENCFF604CLV/@@download/ENCFF604CLV.fastq.gz
ENCFF461GAS	https://www.encodeproject.org/files/ENCFF461GAS/@@download/ENCFF461GAS.fastq.gz
ENCFF958XZI	https://www.encodeproject.org/files/ENCFF958XZI/@@download/ENCFF958XZI.fastq.gz
ENCFF039XRD	https://www.encodeproject.org/files/ENCFF039XRD/@@download/ENCFF039XRD.fastq.gz
ENCFF259YLC	https://www.encodeproject.org/files/ENCFF259YLC/@@download/ENCFF259YLC.fastq.gz
ENCFF943GON	https://www.encodeproject.org/files/ENCFF943GON/@@download/ENCFF943GON.fastq.gz
ENCFF888IWE	https://www.encodeproject.org/files/ENCFF888IWE/@@download/ENCFF888IWE.fastq.gz
ENCFF952XLG	https://www.encodeproject.org/files/ENCFF952XLG/@@download/ENCFF952XLG.fastq.gz
ENCFF655RIO	https://www.encodeproject.org/files/ENCFF655RIO/@@download/ENCFF655RIO.fastq.gz
ENCFF339DLT	https://www.encodeproject.org/files/ENCFF339DLT/@@download/ENCFF339DLT.fastq.gz
ENCFF105YHI	https://www.encodeproject.org/files/ENCFF105YHI/@@download/ENCFF105YHI.fastq.gz
ENCFF233OXM	https://www.encodeproject.org/files/ENCFF233OXM/@@download/ENCFF233OXM.fastq.gz
ENCFF996KZJ	https://www.encodeproject.org/files/ENCFF996KZJ/@@download/ENCFF996KZJ.fastq.gz
ENCFF584HJL	https://www.encodeproject.org/files/ENCFF584HJL/@@download/ENCFF584HJL.fastq.gz
ENCFF062EEN	https://www.encodeproject.org/files/ENCFF062EEN/@@download/ENCFF062EEN.fastq.gz
ENCFF836BRY	https://www.encodeproject.org/files/ENCFF836BRY/@@download/ENCFF836BRY.fastq.gz
ENCFF237BNB	https://www.encodeproject.org/files/ENCFF237BNB/@@download/ENCFF237BNB.fastq.gz
ENCFF706QKU	https://www.encodeproject.org/files/ENCFF706QKU/@@download/ENCFF706QKU.fastq.gz
ENCFF909MEM	https://www.encodeproject.org/files/ENCFF909MEM/@@download/ENCFF909MEM.fastq.gz
ENCFF587DIQ	https://www.encodeproject.org/files/ENCFF587DIQ/@@download/ENCFF587DIQ.fastq.gz
ENCFF978TCZ	https://www.encodeproject.org/files/ENCFF978TCZ/@@download/ENCFF978TCZ.fastq.gz
ENCFF480VHY	https://www.encodeproject.org/files/ENCFF480VHY/@@download/ENCFF480VHY.fastq.gz
ENCFF123FGM	https://www.encodeproject.org/files/ENCFF123FGM/@@download/ENCFF123FGM.fastq.gz
ENCFF987GAK	https://www.encodeproject.org/files/ENCFF987GAK/@@download/ENCFF987GAK.fastq.gz
ENCFF984IGG	https://www.encodeproject.org/files/ENCFF984IGG/@@download/ENCFF984IGG.fastq.gz
ENCFF607UZB	https://www.encodeproject.org/files/ENCFF607UZB/@@download/ENCFF607UZB.fastq.gz
ENCFF750DNI	https://www.encodeproject.org/files/ENCFF750DNI/@@download/ENCFF750DNI.fastq.gz
ENCFF717GWL	https://www.encodeproject.org/files/ENCFF717GWL/@@download/ENCFF717GWL.fastq.gz
ENCFF420BIF	https://www.encodeproject.org/files/ENCFF420BIF/@@download/ENCFF420BIF.fastq.gz
ENCFF769DHO	https://www.encodeproject.org/files/ENCFF769DHO/@@download/ENCFF769DHO.fastq.gz
ENCFF682YLE	https://www.encodeproject.org/files/ENCFF682YLE/@@download/ENCFF682YLE.fastq.gz
ENCFF181RDF	https://www.encodeproject.org/files/ENCFF181RDF/@@download/ENCFF181RDF.fastq.gz
ENCFF144QRE	https://www.encodeproject.org/files/ENCFF144QRE/@@download/ENCFF144QRE.fastq.gz
ENCFF028JDE	https://www.encodeproject.org/files/ENCFF028JDE/@@download/ENCFF028JDE.fastq.gz
ENCFF079KRI	https://www.encodeproject.org/files/ENCFF079KRI/@@download/ENCFF079KRI.fastq.gz
ENCFF559JCM	https://www.encodeproject.org/files/ENCFF559JCM/@@download/ENCFF559JCM.fastq.gz
ENCFF942ELT	https://www.encodeproject.org/files/ENCFF942ELT/@@download/ENCFF942ELT.fastq.gz
ENCFF317XFU	https://www.encodeproject.org/files/ENCFF317XFU/@@download/ENCFF317XFU.fastq.gz
ENCFF870LAT	https://www.encodeproject.org/files/ENCFF870LAT/@@download/ENCFF870LAT.fastq.gz
ENCFF281GKZ	https://www.encodeproject.org/files/ENCFF281GKZ/@@download/ENCFF281GKZ.fastq.gz
ENCFF746IQK	https://www.encodeproject.org/files/ENCFF746IQK/@@download/ENCFF746IQK.fastq.gz
ENCFF105EPY	https://www.encodeproject.org/files/ENCFF105EPY/@@download/ENCFF105EPY.fastq.gz
ENCFF550QYI	https://www.encodeproject.org/files/ENCFF550QYI/@@download/ENCFF550QYI.fastq.gz
ENCFF361BPK	https://www.encodeproject.org/files/ENCFF361BPK/@@download/ENCFF361BPK.fastq.gz
ENCFF392EQV	https://www.encodeproject.org/files/ENCFF392EQV/@@download/ENCFF392EQV.fastq.gz
ENCFF539FEL	https://www.encodeproject.org/files/ENCFF539FEL/@@download/ENCFF539FEL.fastq.gz
ENCFF089FAQ	https://www.encodeproject.org/files/ENCFF089FAQ/@@download/ENCFF089FAQ.fastq.gz
ENCFF118MHK	https://www.encodeproject.org/files/ENCFF118MHK/@@download/ENCFF118MHK.fastq.gz
ENCFF648XTO	https://www.encodeproject.org/files/ENCFF648XTO/@@download/ENCFF648XTO.fastq.gz
ENCFF912NWF	https://www.encodeproject.org/files/ENCFF912NWF/@@download/ENCFF912NWF.fastq.gz
ENCFF796MOB	https://www.encodeproject.org/files/ENCFF796MOB/@@download/ENCFF796MOB.fastq.gz
ENCFF147FOE	https://www.encodeproject.org/files/ENCFF147FOE/@@download/ENCFF147FOE.fastq.gz
ENCFF689SMR	https://www.encodeproject.org/files/ENCFF689SMR/@@download/ENCFF689SMR.fastq.gz
ENCFF276WBM	https://www.encodeproject.org/files/ENCFF276WBM/@@download/ENCFF276WBM.fastq.gz
ENCFF617SWH	https://www.encodeproject.org/files/ENCFF617SWH/@@download/ENCFF617SWH.fastq.gz
ENCFF196OEK	https://www.encodeproject.org/files/ENCFF196OEK/@@download/ENCFF196OEK.fastq.gz
ENCFF002BZS	https://www.encodeproject.org/files/ENCFF002BZS/@@download/ENCFF002BZS.fastq.gz
ENCFF881XAZ	https://www.encodeproject.org/files/ENCFF881XAZ/@@download/ENCFF881XAZ.fastq.gz
ENCFF578LUJ	https://www.encodeproject.org/files/ENCFF578LUJ/@@download/ENCFF578LUJ.fastq.gz
ENCFF190HYE	https://www.encodeproject.org/files/ENCFF190HYE/@@download/ENCFF190HYE.fastq.gz
ENCFF291QQH	https://www.encodeproject.org/files/ENCFF291QQH/@@download/ENCFF291QQH.fastq.gz
ENCFF249YXO	https://www.encodeproject.org/files/ENCFF249YXO/@@download/ENCFF249YXO.fastq.gz
ENCFF031GRZ	https://www.encodeproject.org/files/ENCFF031GRZ/@@download/ENCFF031GRZ.fastq.gz
ENCFF495VXI	https://www.encodeproject.org/files/ENCFF495VXI/@@download/ENCFF495VXI.fastq.gz
ENCFF307SIY	https://www.encodeproject.org/files/ENCFF307SIY/@@download/ENCFF307SIY.fastq.gz
ENCFF828OZT	https://www.encodeproject.org/files/ENCFF828OZT/@@download/ENCFF828OZT.fastq.gz
ENCFF712MFS	https://www.encodeproject.org/files/ENCFF712MFS/@@download/ENCFF712MFS.fastq.gz
ENCFF945QZV	https://www.encodeproject.org/files/ENCFF945QZV/@@download/ENCFF945QZV.fastq.gz
ENCFF741HZT	https://www.encodeproject.org/files/ENCFF741HZT/@@download/ENCFF741HZT.fastq.gz
ENCFF968JSN	https://www.encodeproject.org/files/ENCFF968JSN/@@download/ENCFF968JSN.fastq.gz
ENCFF238NHD	https://www.encodeproject.org/files/ENCFF238NHD/@@download/ENCFF238NHD.fastq.gz
ENCFF200OMG	https://www.encodeproject.org/files/ENCFF200OMG/@@download/ENCFF200OMG.fastq.gz
ENCFF968OEL	https://www.encodeproject.org/files/ENCFF968OEL/@@download/ENCFF968OEL.fastq.gz
ENCFF863EAW	https://www.encodeproject.org/files/ENCFF863EAW/@@download/ENCFF863EAW.fastq.gz
ENCFF308UBT	https://www.encodeproject.org/files/ENCFF308UBT/@@download/ENCFF308UBT.fastq.gz
ENCFF330MGV	https://www.encodeproject.org/files/ENCFF330MGV/@@download/ENCFF330MGV.fastq.gz
ENCFF285CHT	https://www.encodeproject.org/files/ENCFF285CHT/@@download/ENCFF285CHT.fastq.gz
ENCFF919SZI	https://www.encodeproject.org/files/ENCFF919SZI/@@download/ENCFF919SZI.fastq.gz
ENCFF642NRZ	https://www.encodeproject.org/files/ENCFF642NRZ/@@download/ENCFF642NRZ.fastq.gz
ENCFF457DTV	https://www.encodeproject.org/files/ENCFF457DTV/@@download/ENCFF457DTV.fastq.gz
ENCFF072XHS	https://www.encodeproject.org/files/ENCFF072XHS/@@download/ENCFF072XHS.fastq.gz
ENCFF725RTN	https://www.encodeproject.org/files/ENCFF725RTN/@@download/ENCFF725RTN.fastq.gz
ENCFF812EPK	https://www.encodeproject.org/files/ENCFF812EPK/@@download/ENCFF812EPK.fastq.gz
ENCFF997UJN	https://www.encodeproject.org/files/ENCFF997UJN/@@download/ENCFF997UJN.fastq.gz
ENCFF890ITA	https://www.encodeproject.org/files/ENCFF890ITA/@@download/ENCFF890ITA.fastq.gz
ENCFF196NMR	https://www.encodeproject.org/files/ENCFF196NMR/@@download/ENCFF196NMR.fastq.gz
ENCFF569JDC	https://www.encodeproject.org/files/ENCFF569JDC/@@download/ENCFF569JDC.fastq.gz
ENCFF634DWK	https://www.encodeproject.org/files/ENCFF634DWK/@@download/ENCFF634DWK.fastq.gz
ENCFF409JQD	https://www.encodeproject.org/files/ENCFF409JQD/@@download/ENCFF409JQD.fastq.gz
ENCFF758ALR	https://www.encodeproject.org/files/ENCFF758ALR/@@download/ENCFF758ALR.fastq.gz
ENCFF996LTS	https://www.encodeproject.org/files/ENCFF996LTS/@@download/ENCFF996LTS.fastq.gz
ENCFF412MVK	https://www.encodeproject.org/files/ENCFF412MVK/@@download/ENCFF412MVK.fastq.gz
ENCFF523KLQ	https://www.encodeproject.org/files/ENCFF523KLQ/@@download/ENCFF523KLQ.fastq.gz
ENCFF724OXW	https://www.encodeproject.org/files/ENCFF724OXW/@@download/ENCFF724OXW.fastq.gz
ENCFF892GUZ	https://www.encodeproject.org/files/ENCFF892GUZ/@@download/ENCFF892GUZ.fastq.gz
ENCFF913LND	https://www.encodeproject.org/files/ENCFF913LND/@@download/ENCFF913LND.fastq.gz
ENCFF238SIB	https://www.encodeproject.org/files/ENCFF238SIB/@@download/ENCFF238SIB.fastq.gz
ENCFF701HKR	https://www.encodeproject.org/files/ENCFF701HKR/@@download/ENCFF701HKR.fastq.gz
ENCFF693ZLZ	https://www.encodeproject.org/files/ENCFF693ZLZ/@@download/ENCFF693ZLZ.fastq.gz
ENCFF837IUI	https://www.encodeproject.org/files/ENCFF837IUI/@@download/ENCFF837IUI.fastq.gz
ENCFF102NCM	https://www.encodeproject.org/files/ENCFF102NCM/@@download/ENCFF102NCM.fastq.gz
ENCFF037JSE	https://www.encodeproject.org/files/ENCFF037JSE/@@download/ENCFF037JSE.fastq.gz
ENCFF078GVE	https://www.encodeproject.org/files/ENCFF078GVE/@@download/ENCFF078GVE.fastq.gz
ENCFF988NMV	https://www.encodeproject.org/files/ENCFF988NMV/@@download/ENCFF988NMV.fastq.gz
ENCFF126FJI	https://www.encodeproject.org/files/ENCFF126FJI/@@download/ENCFF126FJI.fastq.gz
ENCFF850YSY	https://www.encodeproject.org/files/ENCFF850YSY/@@download/ENCFF850YSY.fastq.gz
ENCFF755GDQ	https://www.encodeproject.org/files/ENCFF755GDQ/@@download/ENCFF755GDQ.fastq.gz
ENCFF851STY	https://www.encodeproject.org/files/ENCFF851STY/@@download/ENCFF851STY.fastq.gz
ENCFF453XVV	https://www.encodeproject.org/files/ENCFF453XVV/@@download/ENCFF453XVV.fastq.gz
ENCFF845TFX	https://www.encodeproject.org/files/ENCFF845TFX/@@download/ENCFF845TFX.fastq.gz
ENCFF816KYC	https://www.encodeproject.org/files/ENCFF816KYC/@@download/ENCFF816KYC.fastq.gz
ENCFF405UJA	https://www.encodeproject.org/files/ENCFF405UJA/@@download/ENCFF405UJA.fastq.gz
ENCFF599HVT	https://www.encodeproject.org/files/ENCFF599HVT/@@download/ENCFF599HVT.fastq.gz
ENCFF779LOY	https://www.encodeproject.org/files/ENCFF779LOY/@@download/ENCFF779LOY.fastq.gz
ENCFF356CGR	https://www.encodeproject.org/files/ENCFF356CGR/@@download/ENCFF356CGR.fastq.gz
ENCFF954NTL	https://www.encodeproject.org/files/ENCFF954NTL/@@download/ENCFF954NTL.fastq.gz
ENCFF980VES	https://www.encodeproject.org/files/ENCFF980VES/@@download/ENCFF980VES.fastq.gz
ENCFF958QZU	https://www.encodeproject.org/files/ENCFF958QZU/@@download/ENCFF958QZU.fastq.gz
