mut	control	eql_notG4	eql_G4	diff_notG4	diff_G4	logOR	chisq	p
HepG2_UCHL5	ENCSR856ZRV	76408	5351	822	42	-0.454833897059	80040.1727634	0.0
K562_PARN	ENCSR667PLJ	72989	5261	679	47	-0.0584088125437	76804.7364641	0.0
K562_SRPK2	ENCSR174OYC	80623	5812	900	46	-0.496134376048	84553.4108352	0.0
K562_XRCC6	ENCSR815CVQ	77708	5423	1247	89	0.0323877366876	80480.4715562	0.0
K562_IGF2BP1	ENCSR129RWD	79985	5305	506	48	0.516273739091	84185.6353575	0.0
HepG2_AKAP1	ENCSR237YZT	84968	5928	1415	92	-0.101722127681	87906.9922598	0.0
K562_PABPC4	ENCSR344XID	74047	4233	742	32	-0.406586484204	76739.6772404	0.0
K562_DDX6	ENCSR913CAE	78014	5631	633	35	-0.384508682483	82314.3536623	0.0
K562_WDR43	ENCSR174OYC	79825	5711	960	70	0.0274177794249	83488.4032486	0.0
K562_BUD13	ENCSR032YMP	76988	5214	953	47	-0.457572447523	80214.2204276	0.0
HepG2_UTP18	ENCSR691IVR	86701	6176	742	38	-0.476043887463	91323.5839542	0.0
K562_KHDRBS1	ENCSR667PLJ	73676	5283	728	43	-0.279764463403	77424.5434321	0.0
HepG2_HNRNPC	ENCSR305XWT	81879	5301	1790	94	-0.30199798357	83452.7989893	0.0
K562_TRIP6	ENCSR032YMP	79181	5408	892	59	-0.0462696195906	82697.6923493	0.0
K562_FXR2	ENCSR828YEB	63563	3466	1098	47	-0.349229829379	64758.6044061	0.0
HepG2_CCAR2	ENCSR674KEK	84169	5575	603	47	0.234819926614	88448.7162204	0.0
K562_PTBP1	ENCSR163JUC	81704	5852	681	32	-0.608105952175	86135.8510942	0.0
HepG2_IGF2BP2	ENCSR237YZT	84546	5956	1160	78	-0.0671860300347	88042.9370872	0.0
HepG2_NUP35	ENCSR960MSV	83699	6004	679	39	-0.320651041281	88272.7616526	0.0
K562_HNRNPAB	ENCSR419JMU	78305	5422	1069	51	-0.537413383342	81502.0734292	0.0
K562_PHF6	ENCSR572FFX	75925	5228	822	38	-0.574823113091	79442.1755663	0.0
K562_SF1	ENCSR164MUK	78965	5343	1201	99	0.284827605072	81728.1006959	0.0
HepG2_RBM25	ENCSR603TCV	84371	5926	1520	108	0.0166485634187	87070.3520921	0.0
K562_CSTF2	ENCSR245BNJ	75885	5206	855	56	-0.066858164704	79279.2357086	0.0
HepG2_DDX19B	ENCSR538QOG	85992	6119	825	108	0.879471838127	90254.8211743	0.0
HepG2_AKAP8L	ENCSR538QOG	86747	6281	829	46	-0.383918644532	91286.2592495	0.0
K562_UCHL5	ENCSR661HEL	76617	5137	885	78	0.394535132082	79839.4069496	0.0
HepG2_GRWD1	ENCSR674KEK	84202	5481	596	43	0.148439695616	88409.5559643	0.0
K562_UPF2	ENCSR438MDN	80685	5823	590	43	0.0141595762161	85246.6318426	0.0
K562_RBM34	ENCSR129RWD	78595	5213	595	36	-0.132569086729	82550.7530306	0.0
K562_RPS10	ENCSR084SCN	75952	4656	546	32	-0.0648321493987	79456.1449892	0.0
HepG2_NOL12	ENCSR042QTH	86107	5962	959	54	-0.298237258162	90054.169774	0.0
K562_EIF4G2	ENCSR620PUP	84367	6106	985	62	-0.201404296912	88391.129598	0.0
HepG2_RPS19	ENCSR689PHN	80838	5639	1253	89	0.0260851122531	83813.8263522	0.0
K562_SLBP	ENCSR667PLJ	74224	5305	766	55	0.00662022664741	77895.4754226	0.0
HepG2_SRP68	ENCSR856ZRV	84893	5820	480	33	0.00405806425691	89689.9011181	0.0
K562_UTP3	ENCSR024FOF	80362	5634	922	64	-0.0143409398305	84035.3051983	0.0
HepG2_TFIP11	ENCSR856ZRV	82539	5651	723	63	0.347925951748	86625.0354688	0.0
HepG2_RPS10	ENCSR491FOC	83744	5509	804	58	0.133052765432	87537.3295901	0.0
K562_MTPAP	ENCSR174OYC	80034	5795	913	40	-0.724810506305	83933.6912861	0.0
K562_DGCR8	ENCSR395HQT	80215	5917	476	22	-0.674451902678	85138.9064071	0.0
K562_PRPF8	ENCSR661HEL	73607	4790	2230	161	0.149834294834	73687.9716328	0.0
K562_LIN28B	ENCSR572FFX	76137	5312	492	24	-0.516281331412	80420.2877552	0.0
K562_CIRBP	ENCSR129RWD	78985	5195	591	34	-0.193168435327	82934.6446398	0.0
HepG2_FUS	ENCSR491FOC	85145	5654	918	53	-0.201851864633	88867.3943324	0.0
K562_CSTF2T	ENCSR815CVQ	79279	5653	612	39	-0.162135460992	83634.9934391	0.0
K562_ESF1	ENCSR032YMP	78306	5278	802	51	-0.0839734856353	81886.7067814	0.0
K562_DDX47	ENCSR031RRO	81512	5700	661	39	-0.245125601973	85817.6270467	0.0
K562_PNPT1	ENCSR620PUP	85258	6157	870	58	-0.115354856617	89568.4241293	0.0
HepG2_METAP2	ENCSR689PHN	81930	5647	1174	68	-0.250918573467	85110.6414465	0.0
K562_CCDC124	ENCSR143COQ	83233	6096	826	35	-0.789494124711	87615.3981328	0.0
HepG2_EIF2S2	ENCSR067GHD	84332	6024	804	49	-0.229055352688	88658.0637054	0.0
K562_DDX24	ENCSR913CAE	78271	5559	661	31	-0.598729561275	82451.7550297	0.0
K562_U2AF2	ENCSR344XID	68639	3337	2704	91	-0.530679853316	66495.0043343	0.0
HepG2_CSTF2T	ENCSR003EKR	83313	5373	601	27	-0.521591793195	87434.4711482	0.0
K562_PCBP3	ENCSR341TTW	79003	5465	1224	101	0.254437677186	81838.8301387	0.0
K562_SFPQ	ENCSR164MUK	78464	5654	1342	71	-0.445734740836	81315.8443238	0.0
K562_TRNAU1AP	ENCSR341TTW	77747	5411	904	52	-0.274919383228	81257.0109451	0.0
HepG2_RBM39	ENCSR104ABF	77851	5121	1317	77	-0.170034982848	80207.4373799	0.0
HepG2_AATF	ENCSR003EKR	82909	5362	570	35	-0.0748494978035	87065.1472138	0.0
K562_SRSF7	ENCSR163JUC	81340	5819	759	56	0.0445206862403	85536.6213068	0.0
K562_PPP1R8	ENCSR164MUK	78773	5671	1849	78	-0.771101131425	80634.4734969	0.0
HepG2_RBM27	ENCSR674KEK	85610	5786	990	72	0.105781384018	89284.3443847	0.0
HepG2_SMN1	ENCSR305XWT	83303	5410	853	58	0.0662470171044	86900.3562988	0.0
K562_LARP4	ENCSR164MUK	80018	5691	1093	63	-0.303227276884	83412.6271703	0.0
HepG2_DDX52	ENCSR689PHN	82398	5742	706	54	0.134347213348	86626.5569644	0.0
K562_GPKOW	ENCSR424QCW	74428	4850	1027	60	-0.157541054185	77118.9133999	0.0
HepG2_FASTKD1	ENCSR279HMU	82131	5407	654	41	-0.0705682184503	86153.5186224	0.0
K562_SRP68	ENCSR661HEL	76651	5166	807	49	-0.150529954117	80113.961058	0.0
HepG2_TIAL1	ENCSR305XWT	81255	5320	1414	94	0.0219808875593	83585.2673388	0.0
K562_SRSF1	ENCSR129RWD	76044	4999	2369	139	-0.163998421285	76104.6664695	0.0
K562_TIA1	ENCSR129RWD	78455	5237	774	49	-0.0764270276951	82054.0943873	0.0
HepG2_RPS5	ENCSR674KEK	85631	5802	794	54	0.00540327774975	89744.8648256	0.0
K562_PTBP1	ENCSR898NWE	77780	4653	607	25	-0.538530373917	81173.871388	0.0
HepG2_DNAJC2	ENCSR305XWT	81823	5362	789	45	-0.200365084218	85524.9857996	0.0
K562_U2AF1	ENCSR344XID	69225	3515	2461	85	-0.555941452139	67737.5458485	0.0
HepG2_DKC1	ENCSR538QOG	85403	6095	980	62	-0.173853005465	89425.8761875	0.0
K562_BOP1	ENCSR424QCW	74083	4753	1088	50	-0.481374436338	76576.5046022	0.0
HepG2_SLTM	ENCSR491FOC	84385	5579	697	49	0.0886031147462	88478.1874178	0.0
HepG2_CDC40	ENCSR481WJH	73523	4475	870	29	-0.868654548179	76210.4826707	0.0
HepG2_EIF4B	ENCSR237YZT	85145	5938	1261	77	-0.191693205571	88426.6739321	0.0
K562_AGO1	ENCSR084SCN	76095	4628	604	32	-0.199063847693	79456.0154796	0.0
K562_EIF2S2	ENCSR118EFE	79985	5548	788	49	-0.157652198799	83867.1960242	0.0
HepG2_EFTUD2	ENCSR689PHN	82008	5681	959	49	-0.439129315394	85684.6371647	0.0
K562_ZNF800	ENCSR341TTW	78776	5512	829	54	-0.103232419238	82531.2530171	0.0
K562_PPIL4	ENCSR419JMU	77338	5320	1079	49	-0.599090000136	80417.5052479	0.0
HepG2_RPLP0	ENCSR105NML	88876	6215	560	33	-0.246921306481	93908.7037329	0.0
K562_RBM17	ENCSR118EFE	80546	5600	940	54	-0.275315231743	84169.4908432	0.0
HepG2_RPL23A	ENCSR674KEK	85318	5766	624	41	-0.0406428093567	89758.8553567	0.0
HepG2_XRCC6	ENCSR491FOC	84784	5639	936	54	-0.20519643299	88453.8503834	0.0
HepG2_STIP1	ENCSR279HMU	81416	5545	783	69	0.371708937034	85265.3889371	0.0
HepG2_QKI	ENCSR603TCV	85900	6071	1260	61	-0.545818627762	89348.0948696	0.0
HepG2_BCLAF1	ENCSR856ZRV	84418	5790	733	53	0.076166463006	88642.8497728	0.0
HepG2_SAFB2	ENCSR305XWT	81436	5308	885	70	0.279175796542	84844.5408101	0.0
K562_PABPC1	ENCSR419JMU	78850	5471	1150	63	-0.340903928149	81912.4978141	0.0
HepG2_TIA1	ENCSR603TCV	84822	5914	915	48	-0.410433080684	88820.2599596	0.0
HepG2_U2AF2	ENCSR104ABF	78545	5218	2444	112	-0.535723057344	78729.4512967	0.0
K562_CNOT7	ENCSR419JMU	78781	5503	1434	81	-0.306421809801	81281.2944408	0.0
HepG2_SERBP1	ENCSR689PHN	81609	5630	1048	64	-0.175901564757	85029.1856546	0.0
K562_XRN2	ENCSR661HEL	76732	5149	883	74	0.320647921601	79978.2247049	0.0
K562_PUM2	ENCSR620PUP	85854	6240	882	62	-0.0481711173714	90215.6770362	0.0
HepG2_RBFOX2	ENCSR104ABF	79333	5330	1066	65	-0.139910241885	82416.1165582	0.0
K562_XRCC5	ENCSR815CVQ	79379	5652	754	34	-0.65903385512	83462.3665747	0.0
K562_STAU1	ENCSR032YMP	78767	5343	990	63	-0.0921353849218	82017.1858693	0.0
K562_HNRNPA1	ENCSR438MDN	80194	5761	866	60	-0.0522294817027	84112.9766635	0.0
HepG2_LIN28B	ENCSR674KEK	85114	5746	778	58	0.143121205684	89195.6969013	0.0
K562_STIP1	ENCSR419JMU	78352	5500	997	46	-0.605421160932	81779.0711807	0.0
K562_DDX27	ENCSR245BNJ	77055	5169	575	51	0.402938663149	80976.7939584	0.0
HepG2_RRP9	ENCSR856ZRV	81830	5452	1137	85	0.166146781917	84855.1234298	0.0
K562_PES1	ENCSR661HEL	76375	5121	679	52	0.191774964628	80040.5645652	0.0
K562_SF3B4	ENCSR344XID	71642	4142	2869	131	-0.340503096897	69903.0361214	0.0
K562_HNRNPUL1	ENCSR164MUK	79745	5752	1385	65	-0.620043963856	82621.7890133	0.0
K562_RBM3	ENCSR936VPP	80076	4869	504	28	-0.130252497477	83884.3332051	0.0
K562_NAA15	ENCSR143COQ	75587	5309	2225	98	-0.673253692567	76317.3047237	0.0
K562_PCBP2	ENCSR129RWD	75963	4919	2143	143	0.0433151247674	76374.613539	0.0
K562_HNRNPH1	ENCSR341TTW	78713	5490	873	75	0.300704719065	82317.7069679	0.0
K562_RECQL	ENCSR344XID	75791	4404	455	22	-0.265150948482	79243.8414249	0.0
K562_AKAP1	ENCSR913CAE	77716	5537	670	28	-0.769627142159	81862.9177523	0.0
HepG2_UTP3	ENCSR691IVR	84572	5895	1154	62	-0.375614819986	88051.3986135	0.0
HepG2_DDX21	ENCSR105NML	88488	6173	507	33	-0.100009691853	93584.0813158	0.0
HepG2_SSRP1	ENCSR246RRQ	86103	6117	788	60	0.10000609983	90531.8001657	0.0
K562_DHX30	ENCSR667PLJ	73620	5301	720	55	0.0852679211936	77378.6122118	0.0
K562_WRN	ENCSR718EWL	83937	6055	638	36	-0.354379576705	88649.0634369	0.0
K562_HNRNPC	ENCSR771ZZL	71153	3587	1072	54	-0.00112675280263	72504.9638217	0.0
HepG2_DDX28	ENCSR856ZRV	83863	5680	537	45	0.307146423604	88382.7950865	0.0
HepG2_FXR1	ENCSR237YZT	85528	6061	1035	48	-0.611683495137	89435.904981	0.0
HepG2_DAZAP1	ENCSR003EKR	85037	5804	414	24	-0.235553180022	89967.1147881	0.0
K562_YBX3	ENCSR667PLJ	74191	5272	577	46	0.165956358221	78221.8888238	0.0
K562_EIF3G	ENCSR084SCN	75414	4708	998	60	-0.0543592621789	78019.9718058	0.0
K562_FXR2	ENCSR913CAE	79399	5632	329	20	-0.222614080645	84334.4342767	0.0
HepG2_DHX30	ENCSR305XWT	81037	5165	777	31	-0.675833965849	84593.6361014	0.0
K562_CEBPZ	ENCSR163JUC	82327	5901	486	25	-0.478622022115	87208.9749123	0.0
K562_FUBP3	ENCSR913CAE	77488	5448	753	40	-0.404403660195	81357.6110639	0.0
K562_BCCIP	ENCSR245BNJ	78470	5323	649	50	0.1836112506	82400.8373291	0.0
K562_GTF2F1	ENCSR815CVQ	79013	5587	608	32	-0.425983199577	83324.8618039	0.0
HepG2_RTF1	ENCSR491FOC	84545	5422	628	37	-0.122344965526	88641.9172719	0.0
HepG2_NCBP2	ENCSR237YZT	7777	544	122	5	-0.771274060479	8068.95980441	0.0
HepG2_DDX24	ENCSR003EKR	83313	5477	684	35	-0.36148565491	87357.8393048	0.0
K562_DDX47	ENCSR898NWE	77618	4607	493	37	0.33850128556	81168.4285049	0.0
HepG2_CALR	ENCSR364GRM	81734	5448	779	38	-0.450414272438	85555.689636	0.0
K562_AQR	ENCSR718EWL	77200	5614	5037	207	-0.823362179629	72662.277202	0.0
K562_UPF1	ENCSR174OYC	80905	5841	909	62	-0.0819985984692	84814.8710847	0.0
K562_IGF2BP3	ENCSR129RWD	79160	5211	461	33	0.120910631432	83385.8936829	0.0
K562_CELF1	ENCSR081EST	70151	3465	984	113	1.21720086916	71439.4875918	0.0
K562_DDX28	ENCSR661HEL	77009	5141	572	53	0.472955263231	80904.795038	0.0
K562_HSPD1	ENCSR032YMP	79285	5396	1023	66	-0.0771106168044	82517.0068484	0.0
HepG2_U2AF2	ENCSR491FOC	83117	5526	2648	143	-0.299979954311	83149.0623581	0.0
HepG2_RBM47	ENCSR279HMU	83002	5578	717	52	0.109936669737	87048.6784557	0.0
HepG2_LARP4	ENCSR135LXL	87252	6261	1195	71	-0.272324588378	90998.1718165	0.0
K562_EIF4G1	ENCSR667PLJ	74132	5310	635	38	-0.259372600116	78101.7112237	0.0
K562_AGO3	ENCSR898NWE	74613	4293	739	41	-0.0525096108659	77353.710949	0.0
HepG2_RBM5	ENCSR481WJH	57565	3102	782	29	-0.539122486058	59055.8943066	0.0
HepG2_SSB	ENCSR997HCQ	86657	6075	1154	84	0.054249892762	90272.5291494	0.0
K562_IGF2BP2	ENCSR129RWD	78238	5220	895	48	-0.315033592227	81582.6796906	0.0
K562_PRPF6	ENCSR815CVQ	78948	5506	739	44	-0.228172731989	82895.2690937	0.0
HepG2_RPS2	ENCSR674KEK	85354	5757	973	64	-0.0362263473552	89048.8032758	0.0
HepG2_UPF1	ENCSR691IVR	85819	6193	877	58	-0.125865298206	90151.5054167	0.0
HepG2_HNRNPA0	ENCSR279HMU	81772	5540	750	59	0.215545309177	85701.5072221	0.0
K562_PABPN1	ENCSR164MUK	75265	5430	2338	98	-0.783394339938	75897.3953317	0.0
HepG2_ZC3H8	ENCSR584UYK	83614	5752	995	77	0.169842766101	87234.8711934	0.0
HepG2_PRPF8	ENCSR856ZRV	82697	5587	963	61	-0.0929653820036	86247.8800689	0.0
HepG2_SRSF7	ENCSR105NML	87886	6191	855	38	-0.664464094436	92299.5511195	0.0
K562_SUCLG1	ENCSR620PUP	84107	6062	765	53	-0.057035363136	88540.4214794	0.0
HepG2_IGF2BP1	ENCSR105NML	87888	6102	495	28	-0.29561768097	92946.9164057	0.0
HepG2_RBM17	ENCSR104ABF	79193	5329	1556	62	-0.755993859066	81317.2939372	0.0
K562_DGCR8	ENCSR599PZD	81683	6023	354	21	-0.313806437786	86957.6073941	0.0
HepG2_YBX3	ENCSR305XWT	82013	5305	635	40	-0.0382567314769	85973.2182009	0.0
K562_GRSF1	ENCSR118EFE	80532	5608	1020	76	0.0975779850755	83961.9490453	0.0
HepG2_NUFIP2	ENCSR104ABF	79566	5346	1316	61	-0.535586106266	82180.4623165	0.0
K562_DDX1	ENCSR667PLJ	73917	5290	629	40	-0.170421534813	77874.654961	0.0
K562_FUS	ENCSR084SCN	74641	4413	622	40	0.121293987102	77735.545829	0.0
HepG2_SUCLG1	ENCSR042QTH	87374	6013	1040	47	-0.606731786135	91225.7463393	0.0
HepG2_RPS3A	ENCSR279HMU	82497	5576	1281	98	0.178694274221	85336.6135413	0.0
HepG2_PRPF4	ENCSR584UYK	83558	5714	1002	52	-0.398022055207	87176.4888775	0.0
K562_HLTF	ENCSR815CVQ	78417	5572	736	35	-0.579379652453	82454.1277391	0.0
HepG2_ZNF622	ENCSR691IVR	84878	6071	1217	69	-0.335204412142	88395.2338419	0.0
HepG2_SRSF1	ENCSR603TCV	83447	5662	2301	141	-0.147017385937	84291.9599714	0.0
HepG2_UBE2L3	ENCSR042QTH	86455	5948	1224	91	0.111879647466	89791.7212015	0.0
K562_MSI2	ENCSR620PUP	85042	6113	970	55	-0.342258169496	89116.5587919	0.0
K562_EXOSC5	ENCSR341TTW	78274	5551	783	38	-0.547227409922	82191.0927342	0.0
K562_AKAP8L	ENCSR143COQ	79271	5920	2040	78	-0.965827122923	81008.5260943	0.0
HepG2_HNRNPLL	ENCSR264TUE	81187	5564	1299	73	-0.286306745985	84028.7418922	0.0
K562_POLR2G	ENCSR942UNX	74376	4546	503	44	0.517184600321	77831.8276248	0.0
K562_ZRANB2	ENCSR815CVQ	78578	5527	703	45	-0.135970852219	82615.6557899	0.0
HepG2_NOLC1	ENCSR521WAI	79982	5036	808	54	0.0860011883342	83302.7416676	0.0
HepG2_NIP7	ENCSR674KEK	84044	5647	745	80	0.676419770548	88048.7373264	0.0
HepG2_MTPAP	ENCSR264TUE	82786	5729	1104	56	-0.448137964448	86210.2698798	0.0
HepG2_ASCC1	ENCSR237YZT	84832	6053	976	48	-0.536888517685	88848.6096079	0.0
K562_PCBP1	ENCSR129RWD	78185	5085	846	85	0.627449253025	81418.57498	0.0
HepG2_PARN	ENCSR305XWT	82713	5339	793	36	-0.507779412818	86401.8455252	0.0
HepG2_PUF60	ENCSR042QTH	83777	5913	3043	124	-0.792490267187	83469.1300998	0.0
K562_IGF2BP3	ENCSR771ZZL	71370	3609	651	35	0.0884160079158	73613.2775124	0.0
K562_POLR2G	ENCSR341TTW	79175	5436	537	32	-0.20435067695	83476.8305462	0.0
K562_ADAR	ENCSR667PLJ	73310	5299	718	34	-0.610159219526	77112.2502646	0.0
K562_NPM1	ENCSR164MUK	80013	5724	1069	43	-0.830642541297	83527.6052175	0.0
K562_YTHDC2	ENCSR164MUK	78333	5369	1799	77	-0.679298028752	79992.4202357	0.0
HepG2_EWSR1	ENCSR538QOG	85656	6049	1326	156	0.736322900171	88765.5503228	0.0
HepG2_IGF2BP3	ENCSR237YZT	84583	5870	1413	93	-0.0764516167188	87466.0782739	0.0
HepG2_EIF3H	ENCSR853AOV	84310	5910	835	38	-0.623231150214	88482.5141098	0.0
HepG2_GNB2L1	ENCSR674KEK	85327	5763	814	60	0.1261160119	89350.3900479	0.0
K562_RBM39	ENCSR164MUK	77622	5563	2792	124	-0.690356320601	77456.189938	0.0
HepG2_KRR1	ENCSR246RRQ	85978	6135	1001	46	-0.634832000701	90030.999062	0.0
K562_KHSRP	ENCSR129RWD	78644	5164	783	36	-0.514167699544	82178.0467187	0.0
K562_CCAR1	ENCSR667PLJ	72142	5242	937	46	-0.56569312072	75430.5736746	0.0
K562_RBM22	ENCSR129RWD	77760	5178	928	45	-0.457566550205	81003.4659748	0.0
HepG2_AKAP8	ENCSR246RRQ	85425	6117	827	54	-0.133093855542	89788.4828968	0.0
K562_HNRNPA2B1	ENCSR164MUK	77052	5479	2315	117	-0.492583862785	77739.0518022	0.0
K562_DAZAP1	ENCSR815CVQ	78781	5455	840	43	-0.435784134829	82479.2954294	0.0
K562_RBM15	ENCSR143COQ	77658	5709	2513	117	-0.659005651109	78190.7180562	0.0
K562_TUFM	ENCSR620PUP	79956	5652	794	64	0.189377731512	83900.6094859	0.0
K562_TIAL1	ENCSR572FFX	74746	5187	849	39	-0.595194423332	78166.9365719	0.0
HepG2_IGF2BP1	ENCSR491FOC	86252	5773	434	34	0.227076388536	91091.3840296	0.0
K562_NSUN2	ENCSR174OYC	80510	5850	1049	60	-0.345248907905	84156.2832644	0.0
K562_SRSF7	ENCSR129RWD	79289	5266	749	56	0.170874317518	82952.6709135	0.0
K562_AARS	ENCSR572FFX	74695	5081	798	40	-0.440489536734	78108.8402886	0.0
K562_NELFE	ENCSR129RWD	78884	5205	773	39	-0.387159744861	82472.8669997	0.0
K562_DDX21	ENCSR129RWD	80092	5308	486	41	0.348157371237	84349.2657504	0.0
HepG2_EIF4G2	ENCSR042QTH	85382	5869	876	44	-0.452610097318	89420.3174306	0.0
HepG2_SNRNP200	ENCSR104ABF	78486	5274	1366	58	-0.662294914351	80936.4122262	0.0
HepG2_XRCC5	ENCSR491FOC	83559	5291	744	50	0.0858802827319	87269.0969933	0.0
K562_DGCR8	ENCSR619GAS	83006	6027	537	28	-0.477719701935	87906.6041555	0.0
