mut	control	eql_notG4	eql_G4	diff_notG4	diff_G4	logOR	chisq	p
K562_CPSF6	ENCSR424QCW	76530	3301	1153	34	-0.548663600413	77474.7212801	0.0
K562_HNRNPF	ENCSR163JUC	83347	3950	465	24	0.123081307964	86321.7400973	0.0
HepG2_RBM14	ENCSR521WAI	81054	3322	816	42	0.328651486629	82668.7459732	0.0
HepG2_TRIM56	ENCSR305XWT	84281	3606	1061	45	-0.012619714533	85688.918323	0.0
HepG2_CSTF2	ENCSR856ZRV	82180	3555	428	27	0.544286381311	84827.4341215	0.0
HepG2_NPM1	ENCSR104ABF	81127	3516	1236	38	-0.495360350169	82114.2416134	0.0
K562_LSM11	ENCSR572FFX	77438	3586	708	29	-0.177030255829	79556.7076242	0.0
HepG2_GPKOW	ENCSR264TUE	84480	3877	1329	70	0.198754822163	85581.1710726	0.0
HepG2_U2AF1	ENCSR067GHD	83368	3849	3700	167	-0.0326671137993	79654.4574661	0.0
K562_FIP1L1	ENCSR032YMP	78514	3550	946	35	-0.28935435913	80113.7432414	0.0
HepG2_PTBP1	ENCSR603TCV	87266	4041	1457	51	-0.403724406672	88315.9698392	0.0
K562_EFTUD2	ENCSR661HEL	77011	3413	1739	80	0.0538380884105	76827.143872	0.0
HepG2_SRSF3	ENCSR264TUE	84259	3803	1757	52	-0.608837808094	84481.348635	0.0
HepG2_DNAJC21	ENCSR305XWT	83435	3556	796	32	-0.0842991456017	85342.8820912	0.0
HepG2_HNRNPD	ENCSR279HMU	84247	3703	745	40	0.288690338365	86387.0201505	0.0
HepG2_PSIP1	ENCSR674KEK	87812	3914	760	30	-0.175262568236	90152.8076325	0.0
K562_HNRNPU	ENCSR898NWE	77774	3068	1288	83	0.708040105321	78123.5757528	0.0
HepG2_GTF2F1	ENCSR491FOC	86697	3748	631	35	0.359576036192	89117.919399	0.0
K562_ILF2	ENCSR419JMU	79623	3583	1223	45	-0.290410311183	80689.3503063	0.0
K562_FXR1	ENCSR913CAE	77913	3531	1715	69	-0.171753064455	77915.098462	0.0
HepG2_SNRNP70	ENCSR264TUE	83754	3730	1791	83	0.0574003674179	83776.1457563	0.0
K562_SERBP1	ENCSR661HEL	76430	3307	848	39	0.0880258440114	77972.868595	0.0
HepG2_KHDRBS1	ENCSR279HMU	84874	3781	910	45	0.150613278183	86755.2923886	0.0
K562_PPIG	ENCSR032YMP	80012	3651	943	37	-0.217807780904	81714.4889112	0.0
HepG2_DDX5	ENCSR776SXA	85723	3934	806	31	-0.254826240779	87990.8225968	0.0
HepG2_TUFM	ENCSR042QTH	87676	3973	1058	47	-0.0286537785575	89452.3230544	0.0
K562_SF3A3	ENCSR174OYC	81655	3897	1464	56	-0.319239523466	82539.0529121	0.0
HepG2_G3BP1	ENCSR237YZT	87527	4085	1171	53	-0.0442847666768	89180.3541292	0.0
K562_SRSF5	ENCSR129RWD	79850	3515	738	34	0.065681648416	81828.1497153	0.0
K562_CNOT8	ENCSR898NWE	75283	2926	1007	47	0.264063329163	76115.2247828	0.0
K562_SF3B1	ENCSR424QCW	74422	3119	1769	60	-0.305254033262	73926.2030861	0.0
K562_AATF	ENCSR815CVQ	81052	3791	640	27	-0.148843168917	83514.2458434	0.0
K562_SMNDC1	ENCSR815CVQ	80512	3772	902	27	-0.646293874888	82436.2986418	0.0
HepG2_FASTKD2	ENCSR003EKR	85467	3763	696	24	-0.352568706798	87795.8209412	0.0
HepG2_NSUN2	ENCSR264TUE	81402	3607	1206	43	-0.313556524327	82529.3799395	0.0
K562_TROVE2	ENCSR092WKG	84143	4097	823	26	-0.624105443931	86550.2147355	0.0
HepG2_ACO1	ENCSR538QOG	87991	4126	907	43	0.0158462556844	90226.797374	0.0
K562_SNRNP200	ENCSR164MUK	77716	3536	2279	70	-0.566880724053	76622.2167853	0.0
HepG2_DDX55	ENCSR856ZRV	86549	3902	941	56	0.400535476845	88468.0346694	0.0
HepG2_PPIL4	ENCSR305XWT	83425	3553	846	29	-0.313162670367	85236.8158563	0.0
HepG2_PABPC4	ENCSR237YZT	87028	4031	1161	46	-0.225320347205	88661.0132918	0.0
K562_EWSR1	ENCSR913CAE	78710	3703	777	31	-0.237793992795	80804.9298153	0.0
HepG2_ILF3	ENCSR279HMU	85014	3775	971	48	0.154786907795	86762.7007515	0.0
K562_PUS1	ENCSR143COQ	77947	3764	3974	89	-1.10848776147	73789.7122848	0.0
K562_G3BP2	ENCSR344XID	67555	1685	1091	28	0.0411615920109	67020.0847179	0.0
HepG2_HNRNPL	ENCSR042QTH	86285	3888	1261	50	-0.184486715119	87570.0717113	0.0
HepG2_CCAR1	ENCSR135LXL	89335	4244	1218	49	-0.239859624606	91062.172042	0.0
HepG2_TBRG4	ENCSR246RRQ	86864	4042	1234	41	-0.485957512382	88373.9462295	0.0
K562_SRFBP1	ENCSR572FFX	74499	3475	865	29	-0.476439149935	76196.2854378	0.0
HepG2_CPSF7	ENCSR067GHD	86699	4092	791	49	0.392313262716	89118.8034584	0.0
HepG2_CPSF6	ENCSR264TUE	83198	3753	1258	50	-0.182627364662	84354.6877929	0.0
K562_ILF3	ENCSR667PLJ	75359	3507	633	28	-0.0732362822929	77549.5406219	0.0
HepG2_EIF2S1	ENCSR237YZT	85544	4048	1261	46	-0.375405130836	86997.1110678	0.0
HepG2_SART3	ENCSR279HMU	84599	3716	799	60	0.773657105959	86605.5149839	0.0
HepG2_G3BP2	ENCSR237YZT	87788	4011	1011	48	0.0553850945612	89693.2174809	0.0
K562_DNAJC21	ENCSR667PLJ	75745	3573	769	32	-0.18089694895	77724.0938551	0.0
HepG2_TROVE2	ENCSR689PHN	82579	3739	743	26	-0.37172811057	84786.8658985	0.0
HepG2_MSI2	ENCSR067GHD	86309	4048	978	44	-0.0600292250293	88324.5603496	0.0
HepG2_PKM	ENCSR689PHN	82760	3782	857	37	-0.0819856516859	84763.236422	0.0
HepG2_AGO1	ENCSR003EKR	85312	3704	650	33	0.225690893271	87655.2464165	0.0
HepG2_AUH	ENCSR997HCQ	91352	4361	898	33	-0.37747209631	93860.0771501	0.0
K562_IGF2BP1	ENCSR163JUC	84142	4005	489	21	-0.148421269494	87129.9519868	0.0
K562_TARDBP	ENCSR372DZW	84432	3833	551	24	-0.0597020224574	87118.7460788	0.0
K562_HNRNPM	ENCSR032YMP	74758	3231	1202	51	-0.0266205212617	75503.1314272	0.0
HepG2_HNRNPA2B1	ENCSR042QTH	86992	3820	771	26	-0.380909141899	89225.0102469	0.0
K562_PKM	ENCSR438MDN	82635	3958	755	33	-0.132029268728	85024.1732451	0.0
K562_DKC1	ENCSR143COQ	83290	3958	1006	30	-0.672224219183	85188.378138	0.0
HepG2_ETF1	ENCSR997HCQ	91842	4368	1097	46	-0.18167655647	93937.5874679	0.0
