mut	control	eql_notG4	eql_G4	diff_notG4	diff_G4	logOR	chisq	p
HepG2_GTF2F1	ENCSR491FOC	87404	3041	642	24	0.103614597565	89117.9050308	0.0
K562_ILF2	ENCSR419JMU	80372	2834	1224	44	0.0278250953632	80689.323655	0.0
K562_FXR1	ENCSR913CAE	78635	2809	1727	57	-0.114119291992	77915.0854115	0.0
HepG2_SNRNP70	ENCSR264TUE	84506	2978	1796	78	0.301468702731	83776.213242	0.0
K562_SERBP1	ENCSR661HEL	77108	2629	853	34	0.225355411221	77972.8759432	0.0
HepG2_KHDRBS1	ENCSR279HMU	85578	3077	932	23	-0.542980574519	86755.322006	0.0
K562_PPIG	ENCSR032YMP	80788	2875	939	41	0.29507781122	81714.4987052	0.0
HepG2_DDX5	ENCSR776SXA	86480	3177	815	22	-0.444595102573	87990.8330226	0.0
HepG2_TUFM	ENCSR042QTH	88470	3179	1064	41	0.100812970649	89452.3251656	0.0
K562_SF3A3	ENCSR174OYC	82482	3070	1467	53	-0.0429639466305	82539.0066037	0.0
HepG2_G3BP1	ENCSR237YZT	88328	3284	1193	31	-0.51683720444	89180.4058566	0.0
K562_SRSF5	ENCSR129RWD	80572	2793	744	28	0.118587199516	81828.1507807	0.0
K562_CNOT8	ENCSR898NWE	75886	2323	1023	31	-0.0146214272797	76115.2044938	0.0
K562_SF3B1	ENCSR424QCW	75082	2459	1775	54	-0.106392366631	73926.1483023	0.0
K562_AATF	ENCSR815CVQ	81826	3017	642	25	0.0787994296876	83514.2442381	0.0
K562_SMNDC1	ENCSR815CVQ	81271	3013	906	23	-0.546337216005	82436.275559	0.0
HepG2_FASTKD2	ENCSR003EKR	86193	3037	705	15	-0.727736956948	87795.8405058	0.0
HepG2_NSUN2	ENCSR264TUE	82107	2902	1196	53	0.326304579493	82529.3893179	0.0
K562_TROVE2	ENCSR092WKG	84991	3249	829	20	-0.664057768171	86550.2091592	0.0
HepG2_ACO1	ENCSR538QOG	88788	3329	916	34	-0.0145370178254	90226.7973573	0.0
K562_SNRNP200	ENCSR164MUK	78438	2814	2288	61	-0.428275482519	76622.0622135	0.0
HepG2_DDX55	ENCSR856ZRV	87311	3140	952	45	0.394362294076	88468.0250856	0.0
HepG2_PPIL4	ENCSR305XWT	84095	2883	846	29	-0.00015557460182	85236.8025133	0.0
HepG2_PABPC4	ENCSR237YZT	87814	3245	1171	36	-0.265439778484	88661.0146728	0.0
K562_EWSR1	ENCSR913CAE	79466	2947	781	27	-0.101272474784	80804.9231183	0.0
HepG2_ILF3	ENCSR279HMU	85729	3060	990	29	-0.285123962926	86762.707374	0.0
K562_PUS1	ENCSR143COQ	78731	2980	3974	89	-0.757095159384	73788.2483675	0.0
K562_G3BP2	ENCSR344XID	67906	1334	1095	24	0.157955827533	67020.0889131	0.0
HepG2_HNRNPL	ENCSR042QTH	87050	3123	1282	29	-0.665359728086	87570.1495221	0.0
HepG2_CCAR1	ENCSR135LXL	90202	3377	1227	40	-0.199646101304	91062.1644321	0.0
HepG2_TBRG4	ENCSR246RRQ	87661	3245	1234	41	-0.155929921251	88373.8889909	0.0
K562_SRFBP1	ENCSR572FFX	75200	2774	868	26	-0.300418545175	76196.2626276	0.0
HepG2_CPSF7	ENCSR067GHD	87497	3294	807	33	0.119290348171	89118.773702	0.0
HepG2_CPSF6	ENCSR264TUE	83909	3042	1275	33	-0.486153909492	84354.7316549	0.0
K562_ILF3	ENCSR667PLJ	76065	2801	639	22	-0.097021615709	77549.5408491	0.0
HepG2_EIF2S1	ENCSR237YZT	86340	3252	1269	38	-0.330918910124	86997.0954243	0.0
HepG2_SART3	ENCSR279HMU	85294	3021	823	36	0.304522550681	86605.3701066	0.0
HepG2_G3BP2	ENCSR237YZT	88548	3251	1031	28	-0.43496943471	89693.2455045	0.0
