File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF814MSM	bed narrowPeak	peaks	ENCSR018ZUE	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										FKBP4-human	RNA		see document	see document	ultraviolet irradiation	True	2015-07-15	ENCODE				1	1						ENCFF802VWZ, ENCFF903KIZ	533608	Gene Yeo, UCSD	a64d1e4ba9d16308c4cd3fa7b5881e35		https://www.encodeproject.org/files/ENCFF814MSM/@@download/ENCFF814MSM.bed.gz	GRCh38				released	s3://encode-public/2016/11/30/7250024e-9083-495a-be47-d95aad1a9f6c/ENCFF814MSM.bed.gz				
ENCFF949BFD	bed narrowPeak	peaks	ENCSR018ZUE	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										FKBP4-human	RNA		see document	see document	ultraviolet irradiation	True	2015-07-15	ENCODE				2	1						ENCFF141QHH, ENCFF903KIZ	865336	Gene Yeo, UCSD	c8d60fbb39dd19faee45d44a1766fd5b		https://www.encodeproject.org/files/ENCFF949BFD/@@download/ENCFF949BFD.bed.gz	GRCh38				released	s3://encode-public/2016/11/30/7333da05-3287-4847-9f12-9d4cffbae40b/ENCFF949BFD.bed.gz				
ENCFF322GPD	bed narrowPeak	peaks	ENCSR133QEA	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										SF3B1-human	RNA		see document	see document	ultraviolet irradiation	True	2016-10-31	ENCODE				1, 2							ENCFF177PRH, ENCFF210VRR, ENCFF498GFT, ENCFF766KGY, ENCFF865PNX	840	Gene Yeo, UCSD	8c8a5293929e651e74c9fa085b91e253		https://www.encodeproject.org/files/ENCFF322GPD/@@download/ENCFF322GPD.bed.gz	hg19				released	s3://encode-public/2018/06/08/f1735cf1-83b5-4da7-8105-b275587466bb/ENCFF322GPD.bed.gz				
ENCFF887ARJ	bed narrowPeak	peaks	ENCSR133QEA	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										SF3B1-human	RNA		see document	see document	ultraviolet irradiation	True	2016-10-31	ENCODE				1, 2							ENCFF359HHB, ENCFF421JRL, ENCFF564ARY, ENCFF724XML, ENCFF959GNA	1016	Gene Yeo, UCSD	0d8bcd7fc899009ede34d9af81a436f6		https://www.encodeproject.org/files/ENCFF887ARJ/@@download/ENCFF887ARJ.bed.gz	GRCh38				released	s3://encode-public/2018/12/03/452bf4bd-8882-425a-8709-df8bec938f7c/ENCFF887ARJ.bed.gz				
ENCFF498GFT	bed narrowPeak	peaks	ENCSR133QEA	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										SF3B1-human	RNA		see document	see document	ultraviolet irradiation	True	2016-10-31	ENCODE				1	1						ENCFF177PRH, ENCFF865PNX	672368	Gene Yeo, UCSD	b59e3dac5d44858abca863fc052274e5		https://www.encodeproject.org/files/ENCFF498GFT/@@download/ENCFF498GFT.bed.gz	hg19				released	s3://encode-public/2016/11/30/c9510dfa-d90e-4cf2-85d7-4221afd0edbf/ENCFF498GFT.bed.gz				
ENCFF210VRR	bed narrowPeak	peaks	ENCSR133QEA	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										SF3B1-human	RNA		see document	see document	ultraviolet irradiation	True	2016-10-31	ENCODE				2	1						ENCFF766KGY, ENCFF865PNX	692078	Gene Yeo, UCSD	7f1ac0ab57ef9d6b81264aa557fdcd11		https://www.encodeproject.org/files/ENCFF210VRR/@@download/ENCFF210VRR.bed.gz	hg19				released	s3://encode-public/2016/11/30/1c7e4d9c-d691-45cc-9f2b-ab1c2828e2ec/ENCFF210VRR.bed.gz				
ENCFF724XML	bed narrowPeak	peaks	ENCSR133QEA	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										SF3B1-human	RNA		see document	see document	ultraviolet irradiation	True	2016-10-31	ENCODE				1	1						ENCFF359HHB, ENCFF564ARY	645750	Gene Yeo, UCSD	c8e9105f490c90585d622f9d1f8514f7		https://www.encodeproject.org/files/ENCFF724XML/@@download/ENCFF724XML.bed.gz	GRCh38				released	s3://encode-public/2016/11/30/fd0d6bbd-c3ea-4f34-a024-f9329da626ce/ENCFF724XML.bed.gz				
ENCFF421JRL	bed narrowPeak	peaks	ENCSR133QEA	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										SF3B1-human	RNA		see document	see document	ultraviolet irradiation	True	2016-10-31	ENCODE				2	1						ENCFF359HHB, ENCFF959GNA	679140	Gene Yeo, UCSD	fe717404f799d80993aad7cfd240dbe0		https://www.encodeproject.org/files/ENCFF421JRL/@@download/ENCFF421JRL.bed.gz	GRCh38				released	s3://encode-public/2016/11/30/4fc5f9b0-ae58-435c-be5c-fc5c2598520c/ENCFF421JRL.bed.gz				
ENCFF170SCU	bed narrowPeak	peaks	ENCSR384KAN	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										PTBP1-human	RNA		see document	see document	ultraviolet irradiation	True	2016-09-21	ENCODE				1, 2							ENCFF154BAE, ENCFF395VNE, ENCFF471GJE, ENCFF603FCS, ENCFF938PTT	187562	Gene Yeo, UCSD	8e6181c16d84b2137e10e4b2cb328bdb		https://www.encodeproject.org/files/ENCFF170SCU/@@download/ENCFF170SCU.bed.gz	hg19				released	s3://encode-public/2018/06/08/701320ca-8716-44e5-9a00-2d24b32f5cac/ENCFF170SCU.bed.gz				
ENCFF726SQU	bed narrowPeak	peaks	ENCSR384KAN	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										PTBP1-human	RNA		see document	see document	ultraviolet irradiation	True	2016-09-21	ENCODE				1, 2							ENCFF100OEX, ENCFF130PWU, ENCFF295MQP, ENCFF386UIG, ENCFF895BNM	183649	Gene Yeo, UCSD	2591880b31f402fdbfda189cba6ce47d		https://www.encodeproject.org/files/ENCFF726SQU/@@download/ENCFF726SQU.bed.gz	GRCh38				released	s3://encode-public/2018/12/03/a4ecc677-72d3-4217-bd31-6b47d135b285/ENCFF726SQU.bed.gz				
ENCFF154BAE	bed narrowPeak	peaks	ENCSR384KAN	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										PTBP1-human	RNA		see document	see document	ultraviolet irradiation	True	2016-09-21	ENCODE				2	1						ENCFF395VNE, ENCFF603FCS	1883412	Gene Yeo, UCSD	cd61f350503a901eb42b838569ce83ce		https://www.encodeproject.org/files/ENCFF154BAE/@@download/ENCFF154BAE.bed.gz	hg19				released	s3://encode-public/2016/11/30/2d7f2433-6fa7-48d6-9f0a-e6431df57be6/ENCFF154BAE.bed.gz				
ENCFF471GJE	bed narrowPeak	peaks	ENCSR384KAN	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										PTBP1-human	RNA		see document	see document	ultraviolet irradiation	True	2016-09-21	ENCODE				1	1						ENCFF603FCS, ENCFF938PTT	2713899	Gene Yeo, UCSD	4c1d2d70231409f6f69828609e3bf82a		https://www.encodeproject.org/files/ENCFF471GJE/@@download/ENCFF471GJE.bed.gz	hg19				released	s3://encode-public/2016/11/30/2008b4d4-4624-47ab-8de9-7e495cd395f4/ENCFF471GJE.bed.gz				
ENCFF130PWU	bed narrowPeak	peaks	ENCSR384KAN	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										PTBP1-human	RNA		see document	see document	ultraviolet irradiation	True	2016-09-21	ENCODE				2	1						ENCFF386UIG, ENCFF895BNM	1820623	Gene Yeo, UCSD	2a5be83df1aa884d75a3b29398b69db0		https://www.encodeproject.org/files/ENCFF130PWU/@@download/ENCFF130PWU.bed.gz	GRCh38				released	s3://encode-public/2016/11/30/28e663e9-fea1-437e-adf4-3c6ec5dcb661/ENCFF130PWU.bed.gz				
ENCFF100OEX	bed narrowPeak	peaks	ENCSR384KAN	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										PTBP1-human	RNA		see document	see document	ultraviolet irradiation	True	2016-09-21	ENCODE				1	1						ENCFF295MQP, ENCFF895BNM	2698343	Gene Yeo, UCSD	fa412ff7e07306e9a1681f8386178ac9		https://www.encodeproject.org/files/ENCFF100OEX/@@download/ENCFF100OEX.bed.gz	GRCh38				released	s3://encode-public/2016/11/30/633ef9cd-a5d2-4392-b54b-6bc9f57d79f6/ENCFF100OEX.bed.gz				
ENCFF821EXR	bed narrowPeak	peaks	ENCSR571VHI	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										HNRNPUL1-human	RNA		see document	see document	ultraviolet irradiation	True	2015-11-09	ENCODE				1, 2							ENCFF270LHK, ENCFF297PQZ, ENCFF472FBT, ENCFF734NGD, ENCFF868UQK	5305	Gene Yeo, UCSD	b6be34c68b281be3d88653d0f5cb6843		https://www.encodeproject.org/files/ENCFF821EXR/@@download/ENCFF821EXR.bed.gz	hg19				released	s3://encode-public/2018/06/08/43209f37-0995-4210-abe0-62fa8d6a3696/ENCFF821EXR.bed.gz				
ENCFF889AWX	bed narrowPeak	peaks	ENCSR571VHI	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										HNRNPUL1-human	RNA		see document	see document	ultraviolet irradiation	True	2015-11-09	ENCODE				1, 2							ENCFF019BLW, ENCFF426AQN, ENCFF490BSS, ENCFF523RZH, ENCFF933LJZ	5590	Gene Yeo, UCSD	bc3264cdf9a1c1a4ff357716afa34b31		https://www.encodeproject.org/files/ENCFF889AWX/@@download/ENCFF889AWX.bed.gz	GRCh38				released	s3://encode-public/2018/12/03/eeac3809-1055-4f1b-aa4d-1665cfc03616/ENCFF889AWX.bed.gz				
ENCFF297PQZ	bed narrowPeak	peaks	ENCSR571VHI	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										HNRNPUL1-human	RNA		see document	see document	ultraviolet irradiation	True	2015-11-09	ENCODE				2	1						ENCFF472FBT, ENCFF868UQK	1410249	Gene Yeo, UCSD	af68fe8abfb131761496f8ffd3b18ab6		https://www.encodeproject.org/files/ENCFF297PQZ/@@download/ENCFF297PQZ.bed.gz	hg19				released	s3://encode-public/2016/11/30/ce8512f3-aedc-4e61-b151-cd5b0f2b2666/ENCFF297PQZ.bed.gz				
ENCFF734NGD	bed narrowPeak	peaks	ENCSR571VHI	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										HNRNPUL1-human	RNA		see document	see document	ultraviolet irradiation	True	2015-11-09	ENCODE				1	1						ENCFF270LHK, ENCFF868UQK	1069904	Gene Yeo, UCSD	0b0b0eb08b5bc0b03b927bd4e24817a7		https://www.encodeproject.org/files/ENCFF734NGD/@@download/ENCFF734NGD.bed.gz	hg19				released	s3://encode-public/2016/11/30/263381d8-884a-4585-9016-ab06984414fe/ENCFF734NGD.bed.gz				
ENCFF933LJZ	bed narrowPeak	peaks	ENCSR571VHI	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										HNRNPUL1-human	RNA		see document	see document	ultraviolet irradiation	True	2015-11-09	ENCODE				2	1						ENCFF019BLW, ENCFF426AQN	1444120	Gene Yeo, UCSD	536a5f71842890cb91f3346f641f8a34		https://www.encodeproject.org/files/ENCFF933LJZ/@@download/ENCFF933LJZ.bed.gz	GRCh38				released	s3://encode-public/2016/11/30/1a86f961-1a24-4ef8-9b9d-e126d8757141/ENCFF933LJZ.bed.gz				
ENCFF490BSS	bed narrowPeak	peaks	ENCSR571VHI	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										HNRNPUL1-human	RNA		see document	see document	ultraviolet irradiation	True	2015-11-09	ENCODE				1	1						ENCFF019BLW, ENCFF523RZH	1066795	Gene Yeo, UCSD	e82b2458105af177b5c1674b1b8ca53d		https://www.encodeproject.org/files/ENCFF490BSS/@@download/ENCFF490BSS.bed.gz	GRCh38				released	s3://encode-public/2016/11/30/de6bfc07-2382-4e0f-96ce-4e9923f38d91/ENCFF490BSS.bed.gz				
ENCFF567MGK	bed narrowPeak	peaks	ENCSR529FKI	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										YBX3-human	RNA		see document	see document	ultraviolet irradiation	True	2016-04-26	ENCODE				1, 2							ENCFF176ZDX, ENCFF231IID, ENCFF405CXK, ENCFF526YVR, ENCFF916BBS	442950	Gene Yeo, UCSD	07ad0b5300446f260400022d078a9d24		https://www.encodeproject.org/files/ENCFF567MGK/@@download/ENCFF567MGK.bed.gz	hg19				released	s3://encode-public/2018/06/08/c4ca4f07-c0d3-40ac-beb2-0f692ede3b40/ENCFF567MGK.bed.gz				
ENCFF746XLE	bed narrowPeak	peaks	ENCSR529FKI	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										YBX3-human	RNA		see document	see document	ultraviolet irradiation	True	2016-04-26	ENCODE				1, 2							ENCFF184OIG, ENCFF210TQC, ENCFF279AVU, ENCFF409LAD, ENCFF644FFX	432111	Gene Yeo, UCSD	7c5f83086e097ee947e316528bf3b6ef		https://www.encodeproject.org/files/ENCFF746XLE/@@download/ENCFF746XLE.bed.gz	GRCh38				released	s3://encode-public/2018/12/03/65174f7d-816d-4374-925f-94597c364920/ENCFF746XLE.bed.gz				
ENCFF526YVR	bed narrowPeak	peaks	ENCSR529FKI	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										YBX3-human	RNA		see document	see document	ultraviolet irradiation	True	2016-04-26	ENCODE				1	1						ENCFF405CXK, ENCFF916BBS	2858384	Gene Yeo, UCSD	91ec09c766ab63bfc8617a6d3afa0116		https://www.encodeproject.org/files/ENCFF526YVR/@@download/ENCFF526YVR.bed.gz	hg19				released	s3://encode-public/2016/11/30/040193ac-f09a-436e-bcdc-fe3014f4270e/ENCFF526YVR.bed.gz				
ENCFF231IID	bed narrowPeak	peaks	ENCSR529FKI	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										YBX3-human	RNA		see document	see document	ultraviolet irradiation	True	2016-04-26	ENCODE				2	1						ENCFF176ZDX, ENCFF405CXK	2867862	Gene Yeo, UCSD	878ad0fb7e4ce0b491663fa1300ff1bf		https://www.encodeproject.org/files/ENCFF231IID/@@download/ENCFF231IID.bed.gz	hg19				released	s3://encode-public/2016/11/30/2def7fb1-bf0d-4596-99e6-ae7832215cbf/ENCFF231IID.bed.gz				
ENCFF210TQC	bed narrowPeak	peaks	ENCSR529FKI	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										YBX3-human	RNA		see document	see document	ultraviolet irradiation	True	2016-04-26	ENCODE				1	1						ENCFF184OIG, ENCFF409LAD	2865763	Gene Yeo, UCSD	4d5841f73f98cf5105f597217a7419d0		https://www.encodeproject.org/files/ENCFF210TQC/@@download/ENCFF210TQC.bed.gz	GRCh38				released	s3://encode-public/2016/11/30/5292e87f-459d-49e9-9f32-a53796103787/ENCFF210TQC.bed.gz				
ENCFF644FFX	bed narrowPeak	peaks	ENCSR529FKI	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										YBX3-human	RNA		see document	see document	ultraviolet irradiation	True	2016-04-26	ENCODE				2	1						ENCFF279AVU, ENCFF409LAD	2839251	Gene Yeo, UCSD	64257490f5ce75e65740acdcdedc3c2e		https://www.encodeproject.org/files/ENCFF644FFX/@@download/ENCFF644FFX.bed.gz	GRCh38				released	s3://encode-public/2016/11/30/5b5b13ae-22f8-47da-bc2a-b68cef9b82cd/ENCFF644FFX.bed.gz				
ENCFF027CBV	bed narrowPeak	peaks	ENCSR366YOG	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										QKI-human	RNA		see document	see document	ultraviolet irradiation	True	2016-04-26	ENCODE				1, 2							ENCFF372LCI, ENCFF494AKD, ENCFF534JXG, ENCFF849FKQ, ENCFF963AMI	52817	Gene Yeo, UCSD	4e786ee36c17c02dd059dec59a88aa0e		https://www.encodeproject.org/files/ENCFF027CBV/@@download/ENCFF027CBV.bed.gz	hg19				released	s3://encode-public/2018/06/08/82d8149c-01e8-470c-b0ae-07958d609921/ENCFF027CBV.bed.gz				
ENCFF786UOW	bed narrowPeak	peaks	ENCSR366YOG	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										QKI-human	RNA		see document	see document	ultraviolet irradiation	True	2016-04-26	ENCODE				1, 2							ENCFF012WMS, ENCFF070RME, ENCFF190XSX, ENCFF698BKX, ENCFF767WUU	51681	Gene Yeo, UCSD	e8e53d7a5213d496e002d7eb82035196		https://www.encodeproject.org/files/ENCFF786UOW/@@download/ENCFF786UOW.bed.gz	GRCh38				released	s3://encode-public/2018/12/03/0be4672c-b26a-4974-93e1-6a3644aab88d/ENCFF786UOW.bed.gz				
ENCFF534JXG	bed narrowPeak	peaks	ENCSR366YOG	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										QKI-human	RNA		see document	see document	ultraviolet irradiation	True	2016-04-26	ENCODE				1	1						ENCFF372LCI, ENCFF849FKQ	637771	Gene Yeo, UCSD	af75e426d54017398f6935e96490ca87		https://www.encodeproject.org/files/ENCFF534JXG/@@download/ENCFF534JXG.bed.gz	hg19				released	s3://encode-public/2016/11/30/aece8b8a-fc97-4a80-9fa0-62387883f2f1/ENCFF534JXG.bed.gz				
ENCFF963AMI	bed narrowPeak	peaks	ENCSR366YOG	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										QKI-human	RNA		see document	see document	ultraviolet irradiation	True	2016-04-26	ENCODE				2	1						ENCFF494AKD, ENCFF849FKQ	976590	Gene Yeo, UCSD	974bc298a89db51a278549fb7c597b40		https://www.encodeproject.org/files/ENCFF963AMI/@@download/ENCFF963AMI.bed.gz	hg19				released	s3://encode-public/2016/11/30/e1287ae1-dd71-4ce5-aa68-ea6c94a1bad5/ENCFF963AMI.bed.gz				
ENCFF190XSX	bed narrowPeak	peaks	ENCSR366YOG	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										QKI-human	RNA		see document	see document	ultraviolet irradiation	True	2016-04-26	ENCODE				1	1						ENCFF070RME, ENCFF698BKX	626511	Gene Yeo, UCSD	55661969f6eab54ae81c300933017ebf		https://www.encodeproject.org/files/ENCFF190XSX/@@download/ENCFF190XSX.bed.gz	GRCh38				released	s3://encode-public/2016/11/30/e282a628-8175-4a3f-9a9d-df151100b312/ENCFF190XSX.bed.gz				
ENCFF767WUU	bed narrowPeak	peaks	ENCSR366YOG	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										QKI-human	RNA		see document	see document	ultraviolet irradiation	True	2016-04-26	ENCODE				2	1						ENCFF012WMS, ENCFF070RME	959769	Gene Yeo, UCSD	347071df49fb711d5e4b8e090456da37		https://www.encodeproject.org/files/ENCFF767WUU/@@download/ENCFF767WUU.bed.gz	GRCh38				released	s3://encode-public/2016/11/30/03dab6fe-3dc9-4bf1-928e-d2ad48853e9c/ENCFF767WUU.bed.gz				
ENCFF767LWE	bed narrowPeak	peaks	ENCSR661ICQ	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										PUM2-human	RNA		see document	see document	ultraviolet irradiation	True	2016-04-26	ENCODE				1, 2							ENCFF043ERY, ENCFF091HXE, ENCFF177VQI, ENCFF262JRE, ENCFF280ONP	136928	Gene Yeo, UCSD	bb778ac38dfee8114b3151e1933ad27d		https://www.encodeproject.org/files/ENCFF767LWE/@@download/ENCFF767LWE.bed.gz	hg19				released	s3://encode-public/2018/06/08/91642633-98f4-4caa-9501-9562da577b81/ENCFF767LWE.bed.gz				
ENCFF880MWQ	bed narrowPeak	peaks	ENCSR661ICQ	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										PUM2-human	RNA		see document	see document	ultraviolet irradiation	True	2016-04-26	ENCODE				1, 2							ENCFF141SVY, ENCFF231WHF, ENCFF372VPV, ENCFF732EQX, ENCFF786ZZB	130563	Gene Yeo, UCSD	bf1a5176d73e50bd867a9cc9f9bd4911		https://www.encodeproject.org/files/ENCFF880MWQ/@@download/ENCFF880MWQ.bed.gz	GRCh38				released	s3://encode-public/2018/12/03/6c45a636-62b0-4064-a419-d5d78f67a3d7/ENCFF880MWQ.bed.gz				
ENCFF091HXE	bed narrowPeak	peaks	ENCSR661ICQ	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										PUM2-human	RNA		see document	see document	ultraviolet irradiation	True	2016-04-26	ENCODE				1	1						ENCFF043ERY, ENCFF177VQI	964970	Gene Yeo, UCSD	858ce7d6baa5b2c84cfcea82cf045329		https://www.encodeproject.org/files/ENCFF091HXE/@@download/ENCFF091HXE.bed.gz	hg19				released	s3://encode-public/2016/11/30/ff37c31c-ccd1-4838-89c9-a9fb10aa6e60/ENCFF091HXE.bed.gz				
ENCFF262JRE	bed narrowPeak	peaks	ENCSR661ICQ	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										PUM2-human	RNA		see document	see document	ultraviolet irradiation	True	2016-04-26	ENCODE				2	1						ENCFF043ERY, ENCFF280ONP	1215041	Gene Yeo, UCSD	84c1c3682d47fd3e194c09fdb9191817		https://www.encodeproject.org/files/ENCFF262JRE/@@download/ENCFF262JRE.bed.gz	hg19				released	s3://encode-public/2016/11/30/f5f44eb7-a26a-4878-af54-a0795f7a9716/ENCFF262JRE.bed.gz				
ENCFF141SVY	bed narrowPeak	peaks	ENCSR661ICQ	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										PUM2-human	RNA		see document	see document	ultraviolet irradiation	True	2016-04-26	ENCODE				2	1						ENCFF732EQX, ENCFF786ZZB	1207117	Gene Yeo, UCSD	ade91366da07ff10c486ca21db379db5		https://www.encodeproject.org/files/ENCFF141SVY/@@download/ENCFF141SVY.bed.gz	GRCh38				released	s3://encode-public/2016/12/12/00c87751-df66-4bd4-b7ba-f41ac6f04105/ENCFF141SVY.bed.gz				
ENCFF372VPV	bed narrowPeak	peaks	ENCSR661ICQ	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										PUM2-human	RNA		see document	see document	ultraviolet irradiation	True	2016-04-26	ENCODE				1	1						ENCFF231WHF, ENCFF786ZZB	940779	Gene Yeo, UCSD	8553b2d63cf84d523a5f6e27d5f86de8		https://www.encodeproject.org/files/ENCFF372VPV/@@download/ENCFF372VPV.bed.gz	GRCh38				released	s3://encode-public/2016/12/12/866aa47f-bd83-49c0-982f-b44ca3e3c169/ENCFF372VPV.bed.gz				
ENCFF241SUC	bed narrowPeak	peaks	ENCSR265ZIS	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										GTF2F1-human	RNA		see document	see document	ultraviolet irradiation	True	2015-11-09	ENCODE				1, 2							ENCFF092IJR, ENCFF240QYG, ENCFF435UZZ, ENCFF498YIO, ENCFF587LRZ	95138	Gene Yeo, UCSD	01b6fbf88297fd6955b0d6a1fc267478		https://www.encodeproject.org/files/ENCFF241SUC/@@download/ENCFF241SUC.bed.gz	hg19				released	s3://encode-public/2018/06/08/3a3a8df2-47d4-465b-bb9b-272786bc3e08/ENCFF241SUC.bed.gz				
ENCFF002HYO	bed narrowPeak	peaks	ENCSR265ZIS	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										GTF2F1-human	RNA		see document	see document	ultraviolet irradiation	True	2015-11-09	ENCODE				1, 2							ENCFF157WNL, ENCFF252ZKZ, ENCFF400HJB, ENCFF830FZH, ENCFF962TBZ	93856	Gene Yeo, UCSD	916f73ad34f2d3d300a4bab3e8d98470		https://www.encodeproject.org/files/ENCFF002HYO/@@download/ENCFF002HYO.bed.gz	GRCh38				released	s3://encode-public/2018/12/03/fbb1f0d7-a02a-469a-8f3b-cad1f3215728/ENCFF002HYO.bed.gz				
ENCFF092IJR	bed narrowPeak	peaks	ENCSR265ZIS	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										GTF2F1-human	RNA		see document	see document	ultraviolet irradiation	True	2015-11-09	ENCODE				1	1						ENCFF435UZZ, ENCFF587LRZ	1486377	Gene Yeo, UCSD	036910eaee19a0eda2a3e9f881c93711		https://www.encodeproject.org/files/ENCFF092IJR/@@download/ENCFF092IJR.bed.gz	hg19				released	s3://encode-public/2016/11/30/1e35031e-e2db-4ff1-9ff6-d14a63e0596e/ENCFF092IJR.bed.gz				
ENCFF240QYG	bed narrowPeak	peaks	ENCSR265ZIS	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										GTF2F1-human	RNA		see document	see document	ultraviolet irradiation	True	2015-11-09	ENCODE				2	1						ENCFF435UZZ, ENCFF498YIO	1585529	Gene Yeo, UCSD	b9b3a2eadf4759e3fed5195c5f622fcc		https://www.encodeproject.org/files/ENCFF240QYG/@@download/ENCFF240QYG.bed.gz	hg19				released	s3://encode-public/2016/11/30/00a7ab68-af9f-4056-bae5-e6f570e7a46b/ENCFF240QYG.bed.gz				
ENCFF830FZH	bed narrowPeak	peaks	ENCSR265ZIS	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										GTF2F1-human	RNA		see document	see document	ultraviolet irradiation	True	2015-11-09	ENCODE				1	1						ENCFF400HJB, ENCFF962TBZ	1432978	Gene Yeo, UCSD	a0e33df5949e1815fadcb76e8b2de5dc		https://www.encodeproject.org/files/ENCFF830FZH/@@download/ENCFF830FZH.bed.gz	GRCh38				released	s3://encode-public/2016/11/30/66c8f2a0-bd5c-4ce4-ac57-1f825777e58e/ENCFF830FZH.bed.gz				
ENCFF252ZKZ	bed narrowPeak	peaks	ENCSR265ZIS	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										GTF2F1-human	RNA		see document	see document	ultraviolet irradiation	True	2015-11-09	ENCODE				2	1						ENCFF157WNL, ENCFF962TBZ	1545926	Gene Yeo, UCSD	f56d9843012409d02cbdda8b7d6fdc5b		https://www.encodeproject.org/files/ENCFF252ZKZ/@@download/ENCFF252ZKZ.bed.gz	GRCh38				released	s3://encode-public/2016/11/30/71fa9b85-970c-4444-9574-f5c2f5f58008/ENCFF252ZKZ.bed.gz				
ENCFF103XLC	bed narrowPeak	peaks	ENCSR668MJX	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										GRSF1-human	RNA		see document	see document	ultraviolet irradiation	True	2016-04-26	ENCODE				1, 2							ENCFF073MFR, ENCFF163SXQ, ENCFF374FFC, ENCFF451GQU, ENCFF733VOV	24896	Gene Yeo, UCSD	65ac11265de6dda44e0c074b61067ac9		https://www.encodeproject.org/files/ENCFF103XLC/@@download/ENCFF103XLC.bed.gz	hg19				released	s3://encode-public/2018/06/08/70ff7fd7-018c-48ac-bd78-35f8473c3831/ENCFF103XLC.bed.gz				
